cntr_01,dist_x,pang_x,ra_01,dec_01,vfid_01,objname_01,name,band,ra,dec,raerr,decerr,flux,snr,stn,strn,fwhmxfit,fwhmyfit,flag_elong,edgeflag,obsid
1551,31.466479,89.944440,2.0246954700E+02,4.7195151000E+01,VFID1550,NGC5194,HPESL070A_J132955.7+471143,blue,202.482410,47.195159,0.000036,0.000025,8208.543,3.197,null,1899.453,17.424,8.922,0.512057,f,1342178540
1579,36.168612,-19.752121,2.0215065600E+02,4.6767816200E+01,VFID1578,PGC2286797,HPESL160A_J132834.9+464638,red,202.145698,46.777272,0.000827,0.000567,106.792,3.058,3.072,63.777,25.985,null,0.000000,f,1342178528
1610,2.402389,74.066700,1.8249364800E+02,4.6457331200E+01,VFID1609,NGC4144,HPESL100A_J120958.7+462727,green,182.494579,46.457514,0.000199,0.000137,660.795,9.689,null,149.391,16.662,null,0.000000,f,1342247294
1610,3.196544,89.256161,1.8249364800E+02,4.6457331200E+01,VFID1609,NGC4144,HPESL160A_J120958.7+462726,red,182.494937,46.457343,0.000277,0.000191,829.102,10.205,4.845,119.050,31.233,null,0.000000,f,1342247294
1610,19.235068,93.758420,1.8249364800E+02,4.6457331200E+01,VFID1609,NGC4144,HPESL160A_J121000.3+462725,red,182.501387,46.456981,0.000204,0.000141,843.891,12.066,5.500,102.857,44.979,17.961,0.399315,f,1342247294
1610,27.105328,-69.760190,1.8249364800E+02,4.6457331200E+01,VFID1609,NGC4144,HPESL100A_J120956.0+462736,green,182.483393,46.459935,0.000140,0.000096,627.663,9.920,null,141.877,14.489,null,0.000000,f,1342247294
1610,28.500112,-73.833348,1.8249364800E+02,4.6457331200E+01,VFID1609,NGC4144,HPESL160A_J120955.8+462734,red,182.482610,46.459535,0.000190,0.000131,976.845,13.296,7.528,111.431,47.929,17.457,0.364222,f,1342247294
1644,6.431206,-34.556842,2.0660276550E+02,4.6107157700E+01,VFID1643,NGC5301,HPESL100A_J134624.3+460631,green,206.601304,46.108629,0.000078,0.000054,2525.468,16.034,null,370.408,26.282,12.285,0.467425,f,1342259350
1644,25.664752,-31.700625,2.0660276550E+02,4.6107157700E+01,VFID1643,NGC5301,HPESL100A_J134623.3+460648,green,206.597362,46.113223,0.000107,0.000074,1949.173,12.537,null,323.753,21.131,null,0.000000,f,1342259350
1671,21.599311,168.841593,1.2349536600E+02,4.5741823200E+01,VFID1670,IC2233,HPESL100A_J081359.2+454409,green,123.497030,45.735937,0.000177,0.000124,221.388,7.357,5.821,73.395,15.169,7.255,0.478287,f,1342245686
1730,7.139184,35.742068,1.8718985550E+02,4.4864203800E+01,VFID1729,NGC4460,HPESL100A_J122845.9+445157,green,187.191490,44.865813,0.000022,0.000016,3725.061,91.988,null,119.993,15.861,null,0.000000,f,1342257131
1755,31.423600,-154.724190,1.8079041600E+02,4.4531214900E+01,VFID1754,NGC4051,HPESL160A_J120308.4+443124,red,180.785189,44.523322,0.000139,0.000099,1112.811,4.163,2.010,573.914,38.619,14.276,0.369663,f,1342221164
1755,31.674227,-153.647406,1.8079041600E+02,4.4531214900E+01,VFID1754,NGC4051,HPESL070A_J120308.3+443124,blue,180.784938,44.523331,0.000128,0.000091,569.471,0.449,null,1726.231,12.563,7.926,0.630855,f,1342221164
1755,37.568074,174.283716,1.8079041600E+02,4.4531214900E+01,VFID1754,NGC4051,HPESL100A_J120310.0+443115,green,180.791874,44.520831,0.000028,0.000020,879.470,4.458,3.572,472.513,19.040,7.876,0.413648,f,1342256164
1755,37.660275,174.352073,1.8079041600E+02,4.4531214900E+01,VFID1754,NGC4051,HPESL070A_J120310.0+443115,blue,180.791860,44.520804,0.000111,0.000079,367.789,2.258,3.654,335.538,14.287,6.068,0.424683,f,1342221164
1777,1.064510,63.587908,1.7820585150E+02,4.4120773600E+01,VFID1776,NGC3938,HPESL100A_J115249.4+440715,green,178.206220,44.120905,0.000145,0.000104,1435.013,18.565,null,228.263,30.648,null,0.000000,f,1342210437
1777,1.198051,57.962111,1.7820585150E+02,4.4120773600E+01,VFID1776,NGC3938,HPESL160A_J115249.5+440715,red,178.206244,44.120950,0.000051,0.000036,1561.148,22.003,3.830,152.548,24.223,19.981,0.824910,t,1342210436
1777,3.104184,38.260432,1.7820585150E+02,4.4120773600E+01,VFID1776,NGC3938,HPESL070A_J115249.5+440717,blue,178.206595,44.121451,0.000261,0.000187,698.841,17.581,null,136.970,18.385,null,0.000000,f,1342210436
1777,28.016029,173.333873,1.7820585150E+02,4.4120773600E+01,VFID1776,NGC3938,HPESL100A_J115249.7+440647,green,178.207110,44.113044,0.000074,0.000053,768.565,5.958,2.312,305.739,23.577,14.031,0.595101,f,1342210437
1777,28.432480,173.082866,1.7820585150E+02,4.4120773600E+01,VFID1776,NGC3938,HPESL070A_J115249.7+440647,blue,178.207176,44.112933,0.000116,0.000083,419.349,3.297,2.638,271.472,17.592,null,0.000000,f,1342210436
1777,30.820323,-154.641724,1.7820585150E+02,4.4120773600E+01,VFID1776,NGC3938,HPESL070A_J115248.1+440647,blue,178.200745,44.113037,0.000244,0.000175,463.892,4.058,null,230.015,17.861,null,0.000000,f,1342210436
1777,31.158235,99.169961,1.7820585150E+02,4.4120773600E+01,VFID1776,NGC3938,HPESL100A_J115252.2+440710,green,178.217754,44.119394,0.000132,0.000095,879.922,4.405,null,336.018,23.020,null,0.000000,f,1342210437
1777,31.766518,25.150759,1.7820585150E+02,4.4120773600E+01,VFID1776,NGC3938,HPESL100A_J115250.6+440744,green,178.211076,44.128761,0.000159,0.000114,493.115,3.163,1.543,337.779,26.580,7.707,0.289962,f,1342210437
1777,34.975579,-116.079740,1.7820585150E+02,4.4120773600E+01,VFID1776,NGC3938,HPESL100A_J115246.4+440659,green,178.193697,44.116502,0.000133,0.000096,1000.459,6.578,null,293.169,24.477,null,0.000000,f,1342210437
1784,22.392148,26.255154,1.9804885800E+02,4.4037701700E+01,VFID1783,NGC5023,HPESL160A_J131212.6+440236,red,198.052686,44.043280,0.000302,0.000217,484.152,10.201,10.019,69.663,39.647,15.802,0.398580,f,1342246144
1787,3.105320,13.725849,1.7963067600E+02,4.3946811900E+01,VFID1786,NGC4013,HPESL160A_J115831.4+435652,red,179.630960,43.947650,0.000020,0.000015,8546.926,24.530,9.463,902.496,29.118,11.539,0.396268,f,1342220968
1787,35.092844,-111.155099,1.7963067600E+02,4.3946811900E+01,VFID1786,NGC4013,HPESL160A_J115828.3+435636,red,179.618050,43.943293,0.000033,0.000024,8679.859,16.634,10.488,1198.996,59.326,12.171,0.205148,f,1342220968
1787,35.645355,62.340545,1.7963067600E+02,4.3946811900E+01,VFID1786,NGC4013,HPESL160A_J115834.2+435705,red,179.642858,43.951408,0.000035,0.000025,7116.682,14.354,11.416,1261.446,47.425,12.193,0.257101,f,1342220968
1787,37.058305,61.753374,1.7963067600E+02,4.3946811900E+01,VFID1786,NGC4013,HPESL100A_J115834.3+435706,green,179.643272,43.951683,0.000014,0.000010,4371.059,11.644,8.029,1105.922,23.299,7.244,0.310917,f,1342220968
1804,0.415956,-147.143702,1.8332036100E+02,4.3698500400E+01,VFID1803,NGC4183,HPESL100A_J121316.8+434154,green,183.320274,43.698403,0.000037,0.000027,939.779,18.644,8.382,152.183,14.023,8.599,0.613191,f,1342256168
1804,0.846690,-43.647601,1.8332036100E+02,4.3698500400E+01,VFID1803,NGC4183,HPESL160A_J121316.8+434155,red,183.320136,43.698671,0.000062,0.000045,1504.403,20.882,10.476,130.564,29.138,13.576,0.465902,f,1342256168
1804,20.569144,171.498075,1.8332036100E+02,4.3698500400E+01,VFID1803,NGC4183,HPESL100A_J121317.1+434134,green,183.321529,43.692850,0.000164,0.000119,758.612,12.257,null,130.588,14.594,null,0.000000,f,1342256168
1804,26.037991,-13.519550,1.8332036100E+02,4.3698500400E+01,VFID1803,NGC4183,HPESL100A_J121316.3+434220,green,183.318022,43.705533,0.000293,0.000212,476.812,7.785,null,133.509,20.854,null,0.000000,f,1342256168
1805,15.654455,129.718842,1.8237404250E+02,4.3685271900E+01,VFID1804,NGC4138,HPESL160A_J120930.8+434057,red,182.378668,43.682493,0.000147,0.000106,2204.223,13.787,4.457,274.972,46.136,null,0.000000,f,1342235139
1805,18.386669,135.746943,1.8237404250E+02,4.3685271900E+01,VFID1804,NGC4138,HPESL070A_J120930.9+434054,blue,182.378971,43.681614,0.000234,0.000169,763.496,3.988,null,327.280,19.017,null,0.000000,f,1342235139
1805,20.383893,155.589993,1.8237404250E+02,4.3685271900E+01,VFID1804,NGC4138,HPESL070A_J120930.5+434048,blue,182.377278,43.680116,0.000257,0.000186,616.212,3.480,null,334.163,18.551,null,0.000000,t,1342221162
1893,18.583625,-162.936606,2.2105347600E+02,4.2628859600E+01,VFID1892,UGC09497,HPESL160A_J144412.3+423726,red,221.051417,42.623925,0.000566,0.000417,110.853,5.180,5.222,19.027,25.994,null,0.000000,t,1342210958
1929,3.296938,-166.513035,2.2876356000E+02,4.2049889300E+01,VFID1928,NGC5899,HPESL160A_J151503.1+420256,red,228.763272,42.048999,0.000088,0.000065,5408.791,20.539,7.288,531.877,40.197,null,0.000000,f,1342235394
1929,11.745311,-178.164571,2.2876356000E+02,4.2049889300E+01,VFID1928,NGC5899,HPESL070A_J151503.2+420248,blue,228.763419,42.046628,0.000106,0.000078,1610.697,3.345,null,574.598,17.512,null,0.000000,f,1342235394
1929,23.520292,41.371638,2.2876356000E+02,4.2049889300E+01,VFID1928,NGC5899,HPESL070A_J151504.6+420317,blue,228.769376,42.054792,0.000086,0.000064,1367.544,3.038,null,595.281,23.372,8.181,0.350024,f,1342235394
1929,39.330405,24.669820,2.2876356000E+02,4.2049889300E+01,VFID1928,NGC5899,HPESL160A_J151504.7+420335,red,228.769702,42.059817,0.000070,0.000052,3465.193,15.371,6.828,485.776,50.845,null,0.000000,f,1342235394
1931,0.472926,-63.193911,1.9895539650E+02,4.2029278200E+01,VFID1930,NGC5055,HPESL070A_J131549.2+420146,blue,198.955239,42.029337,0.000014,0.000010,10018.252,14.688,null,929.011,11.573,7.576,0.654639,f,1342210476
1931,0.551734,-50.035688,1.9895539650E+02,4.2029278200E+01,VFID1930,NGC5055,HPESL160A_J131549.2+420146,red,198.955238,42.029377,0.000012,0.000009,17080.145,37.470,6.762,1204.151,25.007,14.828,0.592980,t,1342210476
1931,0.671034,-48.577649,1.9895539650E+02,4.2029278200E+01,VFID1930,NGC5055,HPESL100A_J131549.2+420146,green,198.955208,42.029402,0.000009,0.000007,17700.568,46.750,null,1048.645,13.849,8.804,0.635699,f,1342210477
1935,4.337835,101.266300,1.3937905350E+02,4.1994171500E+01,VFID1934,NGC2799,HPESL160A_J091731.3+415938,red,139.380644,41.993936,0.000046,0.000034,835.398,22.228,14.632,64.867,25.424,11.366,0.447054,t,1342207162
1935,26.387585,125.909806,1.3937905350E+02,4.1994171500E+01,VFID1934,NGC2799,HPESL070A_J091732.8+415924,blue,139.387041,41.989872,0.000238,0.000177,174.487,5.698,5.063,79.488,11.781,6.961,0.590890,f,1342209366
1935,27.672348,126.031002,1.3937905350E+02,4.1994171500E+01,VFID1934,NGC2799,HPESL100A_J091732.9+415923,green,139.387417,41.989650,0.000153,0.000114,311.418,4.494,5.380,167.175,15.270,6.918,0.453062,f,1342207163
1940,3.843367,5.776744,1.3934034000E+02,4.1910946000E+01,VFID1939,UGC04904,HPESL160A_J091721.7+415443,red,139.340484,41.912008,0.000142,0.000106,347.477,13.960,11.024,31.921,27.391,14.624,0.533877,t,1342207162
1954,36.571246,102.793059,2.0632978500E+02,4.1712471800E+01,VFID1953,NGC5290,HPESL070A_J134522.3+414237,blue,206.343055,41.710222,0.000260,0.000194,353.349,2.363,null,289.790,18.386,null,0.000000,f,1342237376
2000,0.631151,-123.035031,1.9046964750E+02,4.1273870300E+01,VFID1999,NGC4625,HPESL100A_J124152.6+411626,green,190.469452,41.273775,0.000093,0.000070,1437.624,22.441,null,145.660,14.228,null,0.000000,f,1342210469
2000,0.788142,-153.487741,1.9046964750E+02,4.1273870300E+01,VFID1999,NGC4625,HPESL070A_J124152.6+411625,blue,190.469517,41.273674,0.000158,0.000119,881.349,17.618,null,124.391,25.260,14.515,0.574633,f,1342210468
2000,1.128488,-87.818120,1.9046964750E+02,4.1273870300E+01,VFID1999,NGC4625,HPESL160A_J124152.6+411626,red,190.469231,41.273882,0.000090,0.000068,1612.816,20.401,9.295,138.642,29.374,27.441,0.934194,t,1342210468
2000,31.996999,144.173586,1.9046964750E+02,4.1273870300E+01,VFID1999,NGC4625,HPESL100A_J124154.3+411600,green,190.476569,41.266664,0.000189,0.000142,396.958,4.663,null,195.438,33.929,null,0.000000,f,1342210469
2067,33.211148,-153.654076,2.0834006400E+02,4.0363936600E+01,VFID2066,NGC5350,HPESL160A_J135320.3+402120,red,208.334691,40.355669,0.000330,0.000252,1813.301,11.948,3.888,263.524,57.087,null,0.000000,f,1342259346
2067,38.583105,-149.323439,2.0834006400E+02,4.0363936600E+01,VFID2066,NGC5350,HPESL070A_J135319.8+402117,blue,208.332889,40.354719,0.000129,0.000098,470.799,4.048,5.275,249.512,12.875,null,0.000000,f,1342259346
2107,4.633130,-2.158960,2.4863458350E+02,3.9946206200E+01,VFID2106,PGC2158182,HPESL160A_J163432.2+395651,red,248.634520,39.947492,0.000805,0.000617,170.959,5.057,5.695,59.876,30.266,null,0.000000,f,1342214712
2144,18.490027,124.945395,2.1517964850E+02,3.9693586700E+01,VFID2143,NGC5582,HPESL100A_J142044.4+394126,green,215.185120,39.690645,0.000427,0.000329,13.804,2.294,4.289,29.607,16.190,null,0.000000,f,1342259342
2158,10.661004,57.296605,2.1633763950E+02,3.9539493900E+01,VFID2157,UGC09242,HPESL100A_J142521.8+393228,green,216.340871,39.541094,0.000433,0.000334,98.192,3.685,4.158,68.776,23.191,null,0.000000,f,1342259340
2158,11.945677,65.409531,2.1633763950E+02,3.9539493900E+01,VFID2157,UGC09242,HPESL160A_J142521.9+393227,red,216.341552,39.540875,0.000451,0.000347,134.765,3.038,2.625,62.906,36.717,11.652,0.317343,f,1342259340
2255,2.877061,-7.767130,2.0693739150E+02,3.8304578900E+01,VFID2254,NGC5303,HPESL160A_J134744.9+381819,red,206.937254,38.305371,0.000080,0.000062,4334.284,52.884,32.151,174.573,24.362,null,0.000000,f,1342259338
2255,4.022049,-17.830752,2.0693739150E+02,3.8304578900E+01,VFID2254,NGC5303,HPESL100A_J134744.8+381820,green,206.936956,38.305642,0.000044,0.000035,4536.607,111.325,null,105.152,29.407,null,0.000000,f,1342259338
2314,1.732189,-34.693097,1.5906770400E+02,3.7324653900E+01,VFID2313,NGC3294,HPESL160A_J103616.1+371930,red,159.067360,37.325050,0.000054,0.000043,4657.076,14.373,4.233,700.537,35.334,20.247,0.573021,f,1342255451
2314,25.287102,-57.606399,1.5906770400E+02,3.7324653900E+01,VFID2313,NGC3294,HPESL100A_J103614.4+371942,green,159.060245,37.328417,0.000041,0.000033,2606.088,8.576,null,626.267,14.866,5.816,0.391224,f,1342255451
2314,32.973370,115.841857,1.5906770400E+02,3.7324653900E+01,VFID2313,NGC3294,HPESL100A_J103618.7+371914,green,159.078070,37.320661,0.000062,0.000050,3882.260,11.733,null,657.496,20.628,null,0.000000,f,1342255451
2325,0.489721,-88.149205,1.3999175250E+02,3.7191219200E+01,VFID2324,IC2461,HPESL160A_J091957.9+371128,red,139.991582,37.191224,0.000048,0.000038,2796.752,32.813,11.440,187.817,32.279,10.647,0.329839,f,1342244256
2325,0.682660,-172.791767,1.3999175250E+02,3.7191219200E+01,VFID2324,IC2461,HPESL070A_J091958.0+371128,blue,139.991723,37.191031,0.000028,0.000022,1233.782,25.705,20.485,170.552,16.913,5.689,0.336381,f,1342244256
2369,1.139257,-75.829775,1.9836462900E+02,3.6593766900E+01,VFID2368,NGC5033,HPESL160A_J131327.4+363538,red,198.364247,36.593844,0.000031,0.000025,20038.541,26.007,11.243,2009.778,42.847,17.903,0.417828,f,1342233077
2369,9.689091,172.881313,1.9836462900E+02,3.6593766900E+01,VFID2368,NGC5033,HPESL070A_J131327.6+363528,blue,198.365044,36.591096,0.000124,0.000099,9117.237,3.140,null,2190.659,25.913,null,0.000000,f,1342233077
2369,28.469549,167.338461,1.9836462900E+02,3.6593766900E+01,VFID2368,NGC5033,HPESL070A_J131328.0+363510,blue,198.366788,36.586051,0.000034,0.000028,6102.612,3.511,null,1405.349,15.720,10.537,0.670254,f,1342233077
2373,0.396120,-82.040758,1.7532772800E+02,3.6546768300E+01,VFID2372,NGC3813,HPESL160A_J114118.6+363248,red,175.327592,36.546784,0.000048,0.000039,10426.509,24.117,11.564,960.956,45.918,19.986,0.435259,f,1342256156
2373,1.017107,44.346245,1.7532772800E+02,3.6546768300E+01,VFID2372,NGC3813,HPESL100A_J114118.7+363249,green,175.327974,36.546970,0.000020,0.000016,8852.813,21.115,null,969.135,17.684,9.769,0.552427,f,1342256156
2373,14.083524,-91.337861,1.7532772800E+02,3.6546768300E+01,VFID2372,NGC3813,HPESL160A_J114117.4+363248,red,175.322860,36.546677,0.000128,0.000103,9790.998,22.498,11.188,1019.491,55.250,20.766,0.375858,f,1342256156
2373,19.808457,-97.123524,1.7532772800E+02,3.6546768300E+01,VFID2372,NGC3813,HPESL100A_J114117.0+363246,green,175.320932,36.546086,0.000023,0.000018,7761.279,14.530,null,1255.442,21.967,null,0.000000,f,1342256156
2388,34.167141,-65.679404,1.7413904400E+02,3.6410315000E+01,VFID2387,NGC3755,HPESL100A_J113630.7+362451,green,174.128297,36.414223,0.000328,0.000264,263.944,4.408,3.394,94.130,18.470,null,0.000000,f,1342256154
2409,2.646829,45.937267,2.1389202000E+02,3.6226669000E+01,VFID2408,NGC5529,HPESL160A_J141534.2+361338,red,213.892675,36.227180,0.000011,0.000009,3140.269,19.523,10.893,335.215,43.223,11.653,0.269597,t,1342224776
2409,2.954046,10.292913,2.1389202000E+02,3.6226669000E+01,VFID2408,NGC5529,HPESL100A_J141534.1+361339,green,213.892202,36.227476,0.000016,0.000013,1835.059,13.176,9.252,450.640,14.435,7.008,0.485478,f,1342222509
2409,2.957867,18.198577,2.1389202000E+02,3.6226669000E+01,VFID2408,NGC5529,HPESL160A_J141534.1+361339,red,213.892338,36.227450,0.000039,0.000031,3029.769,18.867,10.740,342.860,41.918,11.114,0.265127,f,1342222509
2409,3.227251,53.687114,2.1389202000E+02,3.6226669000E+01,VFID2408,NGC5529,HPESL100A_J141534.3+361338,green,213.892915,36.227200,0.000004,0.000003,2240.231,14.548,9.842,443.275,14.360,7.214,0.502349,t,1342224776
2409,36.435702,-58.740716,2.1389202000E+02,3.6226669000E+01,VFID2408,NGC5529,HPESL160A_J141531.5+361355,red,213.881294,36.231920,0.000061,0.000049,2980.415,20.323,10.674,316.715,52.605,11.540,0.219365,f,1342222509
2410,37.563093,-113.935848,2.1393109950E+02,3.6221967100E+01,VFID2409,SDSSJ141543.48+361319.1,HPESL160A_J141540.6+361304,red,213.919279,36.217733,0.000047,0.000038,1411.646,14.116,10.298,205.800,25.528,12.436,0.487152,f,1342222509
2414,30.925422,-41.214827,2.1382970250E+02,3.6202255100E+01,VFID2413,PGC050925,HPESL100A_J141517.4+361231,green,213.822688,36.208717,0.000109,0.000088,18.405,4.550,5.808,8.954,14.193,7.975,0.561927,t,1342224776
2415,28.597903,162.530812,2.1389826420E+02,3.6199963608E+01,VFID2414,null,HPESL100A_J141536.2+361133,green,213.901219,36.192386,0.000313,0.000252,9.283,1.797,3.228,41.770,18.441,8.725,0.473127,f,1342222509
2415,31.510236,160.054185,2.1389826420E+02,3.6199963608E+01,VFID2414,null,HPESL160A_J141536.4+361130,red,213.901964,36.191736,0.000742,0.000599,62.432,2.250,3.340,39.879,28.321,27.329,0.964992,f,1342222509
2464,13.656513,66.800543,2.0397996450E+02,3.5588251600E+01,VFID2463,NGC5240,HPESL100A_J133556.2+353523,green,203.984252,35.589746,0.000254,0.000206,373.483,6.612,null,96.655,19.212,6.397,0.332950,t,1342210480
2493,0.760494,-58.166004,2.1760627200E+02,3.5320972200E+01,VFID2492,NGC5656,HPESL160A_J143025.4+351916,red,217.606052,35.321084,0.000053,0.000043,5948.479,22.821,22.293,267.619,34.416,20.382,0.592224,f,1342187711
2493,1.880417,26.477210,2.1760627200E+02,3.5320972200E+01,VFID2492,NGC5656,HPESL100A_J143025.5+351917,green,217.606557,35.321440,0.000083,0.000068,5530.769,121.025,null,147.038,33.108,18.594,0.561606,f,1342187711
2499,1.566120,-56.061098,1.5862423650E+02,3.5256733900E+01,VFID2498,UGC05738,HPESL100A_J103429.7+351525,green,158.623795,35.256977,0.000068,0.000056,924.109,34.365,null,81.078,15.611,10.394,0.665790,f,1342255453
2536,7.651375,127.958197,1.9475768700E+02,3.4860685000E+01,VFID2535,PGC044532,HPESL160A_J125902.3+345134,red,194.759729,34.859378,0.000260,0.000213,238.985,8.507,4.690,33.039,32.796,16.324,0.497748,t,1342211384
2545,2.567897,52.059573,1.6210340550E+02,3.4711402300E+01,VFID2544,NGC3381,HPESL160A_J104824.9+344243,red,162.104090,34.711841,0.000082,0.000068,1635.923,21.382,9.057,125.994,29.441,12.246,0.415941,f,1342255910
2621,22.743142,104.226599,2.0832416100E+02,3.3490824400E+01,VFID2620,NGC5347,HPESL160A_J135319.5+332921,red,208.331504,33.489272,0.000221,0.000185,963.824,6.160,4.438,177.946,47.471,null,0.000000,t,1342246878
2666,30.003527,-123.602870,1.6247947950E+02,3.2990823400E+01,VFID2665,NGC3396,HPESL070A_J104953.0+325910,blue,162.471204,32.986211,0.000069,0.000058,2045.426,3.752,null,583.222,15.961,8.467,0.530474,f,1342221104
2668,3.376631,-46.127077,1.6245879150E+02,3.2982833300E+01,VFID2667,NGC3395,HPESL160A_J104949.9+325901,red,162.457985,32.983483,0.000012,0.000010,4487.384,30.992,10.900,313.427,30.425,19.253,0.632810,t,1342221104
2668,3.623009,-41.504908,1.6245879150E+02,3.2982833300E+01,VFID2667,NGC3395,HPESL100A_J104949.9+325901,green,162.457996,32.983587,0.000018,0.000015,5266.727,42.240,null,342.933,17.242,null,0.000000,f,1342221106
2668,5.429674,-53.187254,1.6245879150E+02,3.2982833300E+01,VFID2667,NGC3395,HPESL070A_J104949.7+325901,blue,162.457352,32.983737,0.000025,0.000021,3897.739,32.168,null,290.386,16.787,null,0.000000,f,1342221104
2668,16.323493,38.412448,1.6245879150E+02,3.2982833300E+01,VFID2667,NGC3395,HPESL070A_J104950.9+325911,blue,162.462150,32.986386,0.000030,0.000025,2411.528,6.657,null,440.810,17.342,null,0.000000,f,1342221104
2668,39.404888,72.024678,1.6245879150E+02,3.2982833300E+01,VFID2667,NGC3395,HPESL070A_J104953.0+325910,blue,162.471204,32.986211,0.000069,0.000058,2045.426,3.752,null,583.222,15.961,8.467,0.530474,f,1342221104
2671,0.396111,177.845068,1.6304752050E+02,3.2950424000E+01,VFID2670,NGC3430,HPESL160A_J105211.4+325701,red,163.047525,32.950314,0.000077,0.000065,3656.790,20.910,6.496,343.998,25.040,19.866,0.793376,f,1342255914
2678,31.293727,-63.259952,1.6294330500E+02,3.2900309500E+01,VFID2677,NGC3424,HPESL100A_J105144.1+325415,green,162.934059,32.904220,0.000019,0.000016,3228.424,2.312,5.565,4585.714,14.231,8.078,0.567657,f,1342255914
2710,2.470636,38.773745,1.9053266250E+02,3.2542516700E+01,VFID2709,NGC4631,HPESL070A_J124207.9+323235,blue,190.533172,32.543052,0.000001,0.000001,18866.542,2.756,null,4074.190,14.834,6.992,0.471340,t,1342235130
2710,2.511441,44.816463,1.9053266250E+02,3.2542516700E+01,VFID2709,NGC4631,HPESL070A_J124207.9+323235,blue,190.533246,32.543012,0.000013,0.000011,18792.734,2.695,null,4120.460,14.054,7.087,0.504286,f,1342209672
2710,2.596912,56.071609,1.9053266250E+02,3.2542516700E+01,VFID2709,NGC4631,HPESL100A_J124208.0+323235,green,190.533373,32.542919,0.000006,0.000005,26596.036,12.348,null,5649.780,17.202,8.058,0.468436,f,1342209673
2710,2.625291,14.983205,1.9053266250E+02,3.2542516700E+01,VFID2709,NGC4631,HPESL070A_J124207.8+323236,blue,190.532886,32.543221,0.000005,0.000004,18830.324,2.776,null,4060.279,15.052,6.752,0.448604,f,1342257991
2710,3.007643,21.731335,1.9053266250E+02,3.2542516700E+01,VFID2709,NGC4631,HPESL100A_J124207.9+323236,green,190.533029,32.543293,0.000004,0.000003,27641.813,12.578,null,5688.944,17.533,7.697,0.438985,f,1342257992
2710,3.105543,75.752462,1.9053266250E+02,3.2542516700E+01,VFID2709,NGC4631,HPESL160A_J124208.0+323234,red,190.533654,32.542729,0.000002,0.000002,27502.882,18.686,5.341,3732.192,25.034,null,0.000000,t,1342235130
2710,18.686369,79.072660,1.9053266250E+02,3.2542516700E+01,VFID2709,NGC4631,HPESL100A_J124209.2+323237,green,190.538708,32.543501,0.000013,0.000011,30220.450,12.349,null,4697.963,21.737,null,0.000000,f,1342209673
2710,18.719395,-90.196800,1.9053266250E+02,3.2542516700E+01,VFID2709,NGC4631,HPESL070A_J124206.3+323233,blue,190.526494,32.542499,0.000008,0.000007,15585.003,2.801,null,2960.201,12.396,null,0.000000,f,1342257991
2710,18.749889,-93.644620,1.9053266250E+02,3.2542516700E+01,VFID2709,NGC4631,HPESL070A_J124206.3+323232,blue,190.526497,32.542185,0.000017,0.000014,15356.226,2.773,null,2960.987,12.383,null,0.000000,f,1342209672
2710,18.818368,-94.867039,1.9053266250E+02,3.2542516700E+01,VFID2709,NGC4631,HPESL100A_J124206.3+323231,green,190.526484,32.542073,0.000010,0.000009,23170.661,11.032,null,4399.195,17.854,null,0.000000,f,1342209673
2710,27.041524,-97.507891,1.9053266250E+02,3.2542516700E+01,VFID2709,NGC4631,HPESL100A_J124205.7+323230,green,190.523828,32.541535,0.000011,0.000009,24387.132,11.618,null,4174.638,33.233,8.369,0.251844,f,1342209673
2710,27.807584,-96.514252,1.9053266250E+02,3.2542516700E+01,VFID2709,NGC4631,HPESL070A_J124205.6+323230,blue,190.523559,32.541640,0.000001,0.000001,15322.857,2.531,null,3075.476,23.606,7.805,0.330627,t,1342235130
2710,27.919473,-96.877843,1.9053266250E+02,3.2542516700E+01,VFID2709,NGC4631,HPESL070A_J124205.6+323230,blue,190.523529,32.541588,0.000011,0.000010,15249.120,2.535,null,3056.955,23.738,7.833,0.329993,f,1342209672
2710,28.504559,-94.923336,1.9053266250E+02,3.2542516700E+01,VFID2709,NGC4631,HPESL070A_J124205.5+323231,blue,190.523305,32.541837,0.000006,0.000005,15244.984,2.476,null,3114.571,22.331,7.888,0.353220,f,1342257991
2710,35.237584,83.212972,1.9053266250E+02,3.2542516700E+01,VFID2709,NGC4631,HPESL160A_J124210.6+323237,red,190.544193,32.543673,0.000004,0.000004,31524.820,25.528,11.535,3529.563,28.810,14.112,0.489851,t,1342257991
2710,35.908852,84.681996,1.9053266250E+02,3.2542516700E+01,VFID2709,NGC4631,HPESL160A_J124210.6+323236,red,190.544444,32.543441,0.000002,0.000002,31922.017,25.579,11.432,3542.313,30.108,14.230,0.472646,t,1342235130
2710,36.069290,83.275285,1.9053266250E+02,3.2542516700E+01,VFID2709,NGC4631,HPESL100A_J124210.6+323237,green,190.544466,32.543689,0.000004,0.000003,32132.518,17.945,null,5251.952,19.449,10.125,0.520588,f,1342257992
2710,36.214185,84.758551,1.9053266250E+02,3.2542516700E+01,VFID2709,NGC4631,HPESL160A_J124210.6+323236,red,190.544546,32.543435,0.000008,0.000007,29700.082,24.638,10.777,3484.084,29.475,14.860,0.504162,t,1342209672
