cntr_01,dist_x,pang_x,ra_01,dec_01,vfid_01,objname_01,name,band,ra,dec,raerr,decerr,flux,snr,stn,strn,fwhmxfit,fwhmyfit,flag_elong,edgeflag,obsid
4166,2.140427,-131.822169,1.7505626550E+02,1.5342330700E+01,VFID4165,NGC3800,HPESL100A_J114013.3+152031,green,175.055806,15.341934,0.000005,0.000005,8709.097,156.659,15.952,170.685,19.026,9.132,0.479987,f,1342221867
4169,0.385158,62.417403,1.8429759750E+02,1.5323903400E+01,VFID4168,NGC4237,HPESL100A_J121711.4+151926,green,184.297696,15.323953,0.000040,0.000038,3832.535,35.941,15.462,345.385,30.009,20.122,0.670528,f,1342198147
4169,0.464632,-59.743667,1.8429759750E+02,1.5323903400E+01,VFID4168,NGC4237,HPESL070A_J121711.4+151926,blue,184.297482,15.323968,0.000041,0.000040,2064.232,7.953,null,425.000,13.462,7.981,0.592876,f,1342233014
4169,0.557866,113.162913,1.8429759750E+02,1.5323903400E+01,VFID4168,NGC4237,HPESL160A_J121711.4+151926,red,184.297745,15.323842,0.000051,0.000049,5078.297,10.515,8.336,396.781,34.674,22.007,0.634698,f,1342198147
4169,0.724061,66.049550,1.8429759750E+02,1.5323903400E+01,VFID4168,NGC4237,HPESL160A_J121711.4+151926,red,184.297788,15.323985,0.000035,0.000034,4930.808,21.099,8.523,486.924,31.780,19.853,0.624680,f,1342233014
4169,15.098802,-177.814291,1.8429759750E+02,1.5323903400E+01,VFID4168,NGC4237,HPESL070A_J121711.3+151911,blue,184.297432,15.319712,0.000030,0.000029,1407.953,3.363,null,486.609,15.633,null,0.000000,f,1342233014
4171,2.269693,14.157586,1.8996616200E+02,1.5297731000E+01,VFID4170,NGC4595,HPESL160A_J123951.9+151754,red,189.966322,15.298342,0.000266,0.000257,1682.077,19.028,8.401,153.297,33.675,null,0.000000,f,1342258506
4180,1.405610,-118.279337,2.3363497500E+02,1.5193793300E+01,VFID4179,NGC5953,HPESL100A_J153432.3+151137,green,233.634619,15.193608,0.000004,0.000004,12540.216,200.392,26.624,258.618,13.875,11.963,0.862185,f,1342202566
4180,1.604881,-121.063060,2.3363497500E+02,1.5193793300E+01,VFID4179,NGC5953,HPESL070A_J153432.3+151137,blue,233.634579,15.193563,0.000009,0.000008,9189.939,115.838,34.493,298.276,13.212,11.200,0.847704,f,1342202564
4184,4.630908,25.703079,1.9241154150E+02,1.5164970600E+01,VFID4183,NGC4710,HPESL100A_J124938.9+150958,green,192.412120,15.166130,0.000005,0.000005,11012.714,179.040,34.840,248.853,13.816,6.977,0.505012,f,1342258444
4189,7.541844,-30.093994,1.8797823600E+02,1.5123921600E+01,VFID4188,IC0797,HPESL160A_J123154.5+150733,red,187.977148,15.125734,0.000089,0.000086,1483.084,23.627,8.638,106.567,25.172,null,0.000000,f,1342258054
4189,9.593757,-29.024099,1.8797823600E+02,1.5123921600E+01,VFID4188,IC0797,HPESL100A_J123154.4+150735,green,187.976897,15.126252,0.000055,0.000053,1225.887,34.942,null,94.453,14.536,null,0.000000,f,1342258054
4190,32.585294,20.059579,1.8404193300E+02,1.5123648100E+01,VFID4189,PGC1475898,HPESL100A_J121610.8+150756,green,184.045149,15.132150,0.000493,0.000475,20.780,4.053,2.263,28.378,24.350,null,0.000000,f,1342198147
4195,0.313391,-86.934829,1.8673520700E+02,1.5047374200E+01,VFID4194,NGC4419,HPESL160A_J122656.4+150251,red,186.735117,15.047379,0.000022,0.000021,11266.571,50.020,32.139,604.803,24.578,11.297,0.459646,f,1342258062
4204,0.569565,-40.589903,1.8718026300E+02,1.4999436800E+01,VFID4203,IC3392,HPESL160A_J122843.2+145958,red,187.180156,14.999557,0.000063,0.000061,3376.195,43.891,27.189,153.325,34.020,16.955,0.498384,f,1342258060
4204,0.679466,-33.720488,1.8718026300E+02,1.4999436800E+01,VFID4203,IC3392,HPESL100A_J122843.2+145959,green,187.180155,14.999594,0.000033,0.000032,2659.791,70.972,null,96.308,19.779,12.559,0.634998,f,1342258060
4213,1.995724,-5.232110,1.8345142800E+02,1.4899970500E+01,VFID4212,NGC4192,HPESL070A_J121348.3+145402,blue,183.451376,14.900523,0.000009,0.000008,4835.848,187.230,61.638,138.770,11.959,6.107,0.510645,f,1342233016
4221,30.140406,74.205826,1.6500995850E+02,1.4841527800E+01,VFID4220,NGC3485,HPESL160A_J110004.3+145038,red,165.018293,14.843806,0.000132,0.000128,1266.870,11.522,5.471,186.821,28.839,null,0.000000,f,1342255547
4227,0.695629,-172.438033,1.6877588850E+02,1.4787061600E+01,VFID4226,NGC3596,HPESL160A_J111506.2+144713,red,168.775862,14.786870,0.000064,0.000062,1730.974,17.024,3.949,210.384,25.954,15.931,0.613806,f,1342255549
4227,13.771338,97.638527,1.6877588850E+02,1.4787061600E+01,VFID4226,NGC3596,HPESL100A_J111507.1+144712,green,168.779810,14.786553,0.000038,0.000037,1671.328,12.576,4.706,265.473,16.894,9.947,0.588775,f,1342255549
4227,33.037448,-128.853938,1.6877588850E+02,1.4787061600E+01,VFID4226,NGC3596,HPESL100A_J111504.4+144653,green,168.768497,14.781304,0.000174,0.000168,686.383,3.330,null,409.437,22.877,null,0.000000,f,1342255549
4227,34.138337,95.571618,1.6877588850E+02,1.4787061600E+01,VFID4226,NGC3596,HPESL100A_J111508.5+144710,green,168.785650,14.786141,0.000150,0.000145,901.186,3.719,null,368.982,27.244,null,0.000000,f,1342255549
4256,3.106092,175.745408,1.8542647350E+02,1.4598438700E+01,VFID4255,NGC4302,HPESL100A_J122142.3+143551,green,185.426540,14.597578,0.000030,0.000029,5638.668,22.531,37.180,1013.462,36.275,12.266,0.338133,f,1342198147
4256,3.949172,171.921731,1.8542647350E+02,1.4598438700E+01,VFID4255,NGC4302,HPESL160A_J122142.3+143550,red,185.426633,14.597353,0.000033,0.000032,7340.407,6.831,9.722,737.123,45.441,13.456,0.296122,f,1342198147
4256,24.061303,178.285790,1.8542647350E+02,1.4598438700E+01,VFID4255,NGC4302,HPESL100A_J122142.4+143530,green,185.426680,14.591758,0.000046,0.000044,3983.857,18.441,17.332,796.095,23.909,null,0.000000,f,1342198147
4283,18.466927,65.282958,1.8799706400E+02,1.4420035400E+01,VFID4282,NGC4501,HPESL100A_J123200.4+142520,green,188.001875,14.422180,0.000031,0.000030,2762.612,6.356,null,1023.232,24.413,9.930,0.406739,f,1342258056
4283,28.884513,-71.726408,1.8799706400E+02,1.4420035400E+01,VFID4282,NGC4501,HPESL160A_J123157.4+142521,red,187.989197,14.422551,0.000082,0.000079,2879.996,7.356,0.993,759.380,37.239,null,0.000000,f,1342258056
4283,30.416155,125.491296,1.8799706400E+02,1.4420035400E+01,VFID4282,NGC4501,HPESL100A_J123201.0+142454,green,188.004167,14.415130,0.000025,0.000024,3733.947,8.414,null,1167.681,14.686,9.483,0.645677,f,1342258056
4283,30.438073,-71.346694,1.8799706400E+02,1.4420035400E+01,VFID4282,NGC4501,HPESL100A_J123157.3+142522,green,187.988792,14.422740,0.000053,0.000052,1954.846,6.091,null,827.162,19.244,10.472,0.544177,f,1342258056
4283,37.851909,-124.621546,1.8799706400E+02,1.4420035400E+01,VFID4282,NGC4501,HPESL100A_J123157.1+142451,green,187.988130,14.414061,0.000042,0.000040,2851.936,6.645,null,944.309,24.712,null,0.000000,f,1342258056
4283,39.566982,151.070685,1.8799706400E+02,1.4420035400E+01,VFID4282,NGC4501,HPESL100A_J123200.6+142437,green,188.002553,14.410416,0.000028,0.000027,5877.075,10.496,null,915.792,21.810,6.660,0.305354,f,1342258056
4284,0.470226,140.392545,1.8470673150E+02,1.4416792100E+01,VFID4283,NGC4254,HPESL160A_J121849.6+142500,red,184.706817,14.416691,0.000029,0.000028,8851.701,5.190,4.404,1051.305,27.808,15.834,0.569414,f,1342198147
4284,1.034233,154.285455,1.8470673150E+02,1.4416792100E+01,VFID4283,NGC4254,HPESL100A_J121849.6+142500,green,184.706860,14.416533,0.000018,0.000018,8938.670,41.628,6.832,874.740,26.812,14.888,0.555287,f,1342198147
4284,1.185765,-27.027438,1.8470673150E+02,1.4416792100E+01,VFID4283,NGC4254,HPESL160A_J121849.5+142502,red,184.706577,14.417086,0.000010,0.000009,8956.885,23.618,4.567,970.682,26.511,14.465,0.545612,t,1342212387
4284,1.210162,-57.441642,1.8470673150E+02,1.4416792100E+01,VFID4283,NGC4254,HPESL070A_J121849.5+142501,blue,184.706439,14.416973,0.000014,0.000013,6037.782,10.386,null,826.970,12.321,7.952,0.645403,f,1342212387
4284,1.318145,-37.962946,1.8470673150E+02,1.4416792100E+01,VFID4283,NGC4254,HPESL100A_J121849.5+142501,green,184.706499,14.417081,0.000009,0.000008,9355.343,26.674,null,991.532,15.287,9.564,0.625607,f,1342212388
4284,28.282509,-21.800693,1.8470673150E+02,1.4416792100E+01,VFID4283,NGC4254,HPESL100A_J121848.8+142527,green,184.703719,14.424086,0.000021,0.000020,4183.097,3.978,null,1916.261,17.368,7.573,0.436048,f,1342212388
4292,0.605619,17.292433,1.9065560400E+02,1.4357236000E+01,VFID4291,NGC4633,HPESL100A_J124237.3+142127,green,190.655656,14.357397,0.000146,0.000141,524.126,13.102,null,92.493,19.697,null,0.000000,f,1342258504
4292,9.429913,-125.360728,1.9065560400E+02,1.4357236000E+01,VFID4291,NGC4633,HPESL160A_J124236.8+142121,red,190.653399,14.355720,0.000278,0.000269,657.314,12.676,7.991,84.611,31.650,19.445,0.614370,f,1342258504
4294,26.279967,168.082106,1.8797440800E+02,1.4306474800E+01,VFID4293,PGC041515,HPESL100A_J123154.2+141758,green,187.975964,14.299332,0.000446,0.000431,139.808,5.160,4.645,92.169,40.736,null,0.000000,f,1342187265
4312,2.827075,31.835056,1.9486271100E+02,1.4170994600E+01,VFID4311,NGC4866,HPESL100A_J125927.1+141018,green,194.863138,14.171662,0.000141,0.000137,363.196,12.023,8.310,76.946,16.631,7.670,0.461168,f,1342258591
4312,6.733953,56.372143,1.9486271100E+02,1.4170994600E+01,VFID4311,NGC4866,HPESL160A_J125927.4+141019,red,194.864317,14.172030,0.000235,0.000227,406.355,8.431,9.202,72.772,37.848,14.562,0.384753,f,1342258591
4322,1.012246,150.550714,1.8029363250E+02,1.4104031800E+01,VFID4321,IC0755,HPESL160A_J120110.5+140614,red,180.293775,14.103787,0.000111,0.000108,1011.844,20.811,22.767,87.508,29.911,12.034,0.402315,f,1342257467
4322,2.317936,146.363000,1.8029363250E+02,1.4104031800E+01,VFID4321,IC0755,HPESL100A_J120110.5+140613,green,180.294000,14.103496,0.000042,0.000040,1051.004,37.751,15.934,84.508,22.328,8.113,0.363347,f,1342257467
4331,3.565354,143.477324,1.8817439100E+02,1.4050516800E+01,VFID4330,IC3476,HPESL160A_J123242.0+140259,red,188.174999,14.049721,0.000486,0.000472,1570.091,11.456,11.787,176.003,29.955,null,0.000000,f,1342187265
4331,4.800476,144.268535,1.8817439100E+02,1.4050516800E+01,VFID4330,IC3476,HPESL160A_J123242.0+140258,red,188.175194,14.049434,0.000129,0.000125,1645.619,14.617,13.215,146.508,33.496,null,0.000000,f,1342199776
4331,5.552702,148.163111,1.8817439100E+02,1.4050516800E+01,VFID4330,IC3476,HPESL100A_J123242.0+140257,green,188.175230,14.049206,0.000270,0.000262,1434.531,25.134,19.567,211.664,27.561,20.038,0.727054,f,1342187265
4331,6.084945,132.674232,1.8817439100E+02,1.4050516800E+01,VFID4330,IC3476,HPESL100A_J123242.1+140258,green,188.175672,14.049371,0.000126,0.000122,1400.692,28.466,20.055,173.531,30.101,23.577,0.783248,f,1342199776
4331,29.808958,-152.953416,1.8817439100E+02,1.4050516800E+01,VFID4330,IC3476,HPESL100A_J123240.9+140235,green,188.170510,14.043142,0.000285,0.000276,832.918,13.775,9.646,231.300,32.381,null,0.000000,f,1342187265
4331,30.697866,-154.823277,1.8817439100E+02,1.4050516800E+01,VFID4330,IC3476,HPESL100A_J123240.9+140234,green,188.170652,14.042800,0.000115,0.000111,758.784,16.604,12.984,171.722,32.411,null,0.000000,f,1342199776
4335,0.978589,83.983770,1.8376861650E+02,1.4028886400E+01,VFID4334,IC3061,HPESL070A_J121504.5+140144,blue,183.768895,14.028915,0.000088,0.000086,351.062,15.000,null,86.220,26.529,7.453,0.280933,f,1342233018
4335,1.124238,84.984289,1.8376861650E+02,1.4028886400E+01,VFID4334,IC3061,HPESL160A_J121504.5+140144,red,183.768937,14.028914,0.000052,0.000050,1370.860,25.983,27.576,94.675,34.689,11.332,0.326676,f,1342233018
4335,2.408652,99.520544,1.8376861650E+02,1.4028886400E+01,VFID4334,IC3061,HPESL160A_J121504.6+140144,red,183.769297,14.028776,0.000117,0.000113,1333.274,27.837,26.253,74.333,37.169,13.721,0.369148,f,1342198147
4335,2.450618,86.853175,1.8376861650E+02,1.4028886400E+01,VFID4334,IC3061,HPESL100A_J121504.6+140144,green,183.769317,14.028924,0.000115,0.000111,845.673,46.225,28.128,67.137,32.518,12.455,0.383021,f,1342198147
4344,2.632753,167.226140,1.8320186700E+02,1.3976083900E+01,VFID4343,IC3044,HPESL160A_J121248.4+135831,red,183.202034,13.975371,0.000634,0.000615,207.891,9.478,11.304,36.484,27.900,19.536,0.700225,f,1342198147
4354,23.260479,58.332719,1.8391387650E+02,1.3901575500E+01,VFID4353,NGC4212,HPESL070A_J121540.6+135418,blue,183.919542,13.904967,0.000070,0.000068,1192.146,3.034,null,491.965,12.737,8.110,0.636738,f,1342233020
4383,0.867225,2.776233,1.9193992050E+02,1.3762633200E+01,VFID4382,NGC4689,HPESL160A_J124745.5+134546,red,191.939933,13.762874,0.000152,0.000148,2460.053,20.871,5.380,212.437,29.963,null,0.000000,f,1342258446
4383,1.677694,-9.676005,1.9193992050E+02,1.3762633200E+01,VFID4382,NGC4689,HPESL100A_J124745.5+134547,green,191.939840,13.763093,0.000163,0.000158,1899.938,19.841,null,204.162,27.407,null,0.000000,f,1342258446
4383,22.878407,141.392109,1.9193992050E+02,1.3762633200E+01,VFID4382,NGC4689,HPESL100A_J124746.5+134528,green,191.944003,13.757667,0.000079,0.000077,1247.314,8.620,null,288.717,18.991,13.499,0.710817,f,1342258446
4388,0.547936,99.454633,1.6053141750E+02,1.3746989400E+01,VFID4387,NGC3338,HPESL160A_J104207.5+134449,red,160.531572,13.746964,0.000176,0.000171,1737.243,14.753,3.075,188.770,30.095,24.516,0.814627,f,1342255310
4415,37.663692,108.883991,1.7007075450E+02,1.3589627300E+01,VFID4414,NGC3628,HPESL100A_J112019.4+133510,green,170.080938,13.586241,0.000006,0.000006,22082.434,4.897,null,9670.498,25.328,16.793,0.663020,f,1342256147
4415,38.129979,110.791247,1.7007075450E+02,1.3589627300E+01,VFID4414,NGC3628,HPESL070A_J112019.4+133509,blue,170.080941,13.585867,0.000006,0.000006,11410.022,0.904,null,5359.551,12.571,10.277,0.817476,f,1342256146
4415,39.267737,-75.638275,1.7007075450E+02,1.3589627300E+01,VFID4414,NGC3628,HPESL100A_J112014.3+133532,green,170.059883,13.592333,0.000003,0.000003,18411.927,7.849,null,5446.052,16.831,9.170,0.544802,f,1342256147
4446,27.843594,163.710207,1.8344706450E+02,1.3424963800E+01,VFID4445,NGC4189,HPESL100A_J121347.8+132503,green,183.449295,13.417540,0.000091,0.000089,1338.030,11.531,4.440,368.489,45.976,null,0.000000,f,1342198147
4446,29.867476,-96.858036,1.8344706450E+02,1.3424963800E+01,VFID4445,NGC4189,HPESL070A_J121345.2+132526,blue,183.438596,13.423973,0.000124,0.000120,431.059,2.025,null,340.155,13.433,5.907,0.439754,f,1342233022
4446,36.599694,62.774798,1.8344706450E+02,1.3424963800E+01,VFID4445,NGC4189,HPESL070A_J121349.5+132547,blue,183.456359,13.429615,0.000051,0.000049,593.496,3.149,2.987,269.640,17.436,7.821,0.448537,f,1342233022
4451,33.091387,9.208275,1.8034866300E+02,1.3401019000E+01,VFID4450,NGC4037,HPESL160A_J120124.0+132436,red,180.350175,13.410093,0.000458,0.000446,299.006,3.562,2.868,132.906,25.075,10.623,0.423672,f,1342257465
4454,0.491504,-174.327431,1.8976719900E+02,1.3363393800E+01,VFID4453,IC3611,HPESL100A_J123904.1+132148,green,189.767185,13.363258,0.000271,0.000263,137.651,6.978,10.000,74.021,14.657,null,0.000000,f,1342258502
4465,16.485464,-124.425592,1.8409445850E+02,1.3307283300E+01,VFID4464,NGC4222,HPESL100A_J121621.7+131817,green,184.090577,13.304694,0.000049,0.000048,1110.790,19.342,20.117,226.502,48.749,12.422,0.254821,f,1342198147
4473,10.248956,146.184952,1.8918186300E+02,1.3258865400E+01,VFID4472,IC3583,HPESL160A_J123644.0+131523,red,189.183491,13.256500,0.000043,0.000042,883.287,18.121,14.159,74.339,35.231,17.315,0.491458,t,1342212668
4473,13.449492,152.811286,1.8918186300E+02,1.3258865400E+01,VFID4472,IC3583,HPESL070A_J123644.0+131520,blue,189.183617,13.255542,0.000117,0.000114,354.880,14.491,10.548,85.430,11.733,8.736,0.744611,f,1342212668
4473,13.548451,151.981421,1.8918186300E+02,1.3258865400E+01,VFID4472,IC3583,HPESL100A_J123644.0+131520,green,189.183679,13.255543,0.000056,0.000054,655.838,19.451,null,85.324,13.974,10.004,0.715903,f,1342212669
4473,14.506176,25.490306,1.8918186300E+02,1.3258865400E+01,VFID4472,IC3583,HPESL070A_J123644.0+131545,blue,189.183645,13.262503,0.000209,0.000204,295.226,7.419,null,84.440,19.529,null,0.000000,f,1342212668
4474,23.960394,168.370368,1.9071833700E+02,1.3257241500E+01,VFID4473,NGC4639,HPESL160A_J124252.7+131503,red,190.719715,13.250722,0.000222,0.000216,1260.226,10.621,4.787,193.538,33.827,null,0.000000,f,1342258450
4474,25.613137,-10.232249,1.9071833700E+02,1.3257241500E+01,VFID4473,NGC4639,HPESL160A_J124252.0+131551,red,190.717039,13.264243,0.000177,0.000172,1037.094,10.187,4.215,192.803,25.280,18.040,0.713616,f,1342258450
4479,21.964759,-79.611430,1.8723983700E+02,1.3241902800E+01,VFID4478,NGC4458,HPESL100A_J122856.0+131435,green,187.233672,13.243003,0.000412,0.000401,163.463,5.856,5.756,108.604,39.818,18.743,0.470726,f,1342187265
4480,4.236473,-19.780505,1.9368410100E+02,1.3237189500E+01,VFID4479,UGC08032,HPESL100A_J125444.0+131418,green,193.683692,13.238297,0.000069,0.000067,612.985,19.756,8.511,78.683,20.990,7.412,0.353120,f,1342258589
4480,5.973595,-13.158603,1.9368410100E+02,1.3237189500E+01,VFID4479,UGC08032,HPESL160A_J125444.0+131420,red,193.683713,13.238805,0.000131,0.000128,1025.063,19.050,15.902,85.152,57.955,10.969,0.189271,f,1342258589
4494,27.653454,54.857073,1.8726250200E+02,1.3183835700E+01,VFID4493,NGC4461,HPESL100A_J122904.5+131118,green,187.268953,13.188257,0.000463,0.000451,14.455,3.896,1.965,36.927,49.669,17.320,0.348699,f,1342199776
4497,0.495715,100.594156,1.8347331000E+02,1.3172832600E+01,VFID4496,NGC4193,HPESL160A_J121353.6+131022,red,183.473449,13.172807,0.000062,0.000061,2379.812,23.369,11.690,125.507,28.030,17.524,0.625206,f,1342198147
4505,0.820398,166.601505,1.8397628400E+02,1.3149353600E+01,VFID4504,NGC4216,HPESL160A_J121554.3+130857,red,183.976338,13.149132,0.000113,0.000110,2002.896,9.809,3.020,208.333,39.606,17.496,0.441739,f,1342198147
4505,1.858508,164.188275,1.8397628400E+02,1.3149353600E+01,VFID4504,NGC4216,HPESL100A_J121554.3+130856,green,183.976428,13.148857,0.000070,0.000068,1579.095,27.314,7.561,191.035,28.788,12.021,0.417585,f,1342198147
4505,2.243860,147.462825,1.8397628400E+02,1.3149353600E+01,VFID4504,NGC4216,HPESL070A_J121554.3+130856,blue,183.976628,13.148828,0.000029,0.000028,812.738,7.122,10.662,284.638,15.138,6.030,0.398354,f,1342233032
4505,3.295287,173.416858,1.8397628400E+02,1.3149353600E+01,VFID4504,NGC4216,HPESL160A_J121554.3+130854,red,183.976392,13.148444,0.000044,0.000043,2888.703,16.091,3.882,287.379,33.301,10.480,0.314710,f,1342233032
4508,0.797312,83.456962,1.9098588450E+02,1.3126516500E+01,VFID4507,NGC4654,HPESL160A_J124356.6+130736,red,190.986110,13.126542,0.000030,0.000030,5896.101,22.650,5.439,693.734,24.882,11.630,0.467386,f,1342258448
4508,1.298907,75.581852,1.9098588450E+02,1.3126516500E+01,VFID4507,NGC4654,HPESL100A_J124356.7+130736,green,190.986243,13.126606,0.000011,0.000010,5784.979,27.491,12.321,730.511,17.304,7.511,0.434066,f,1342258448
4508,31.470125,145.998395,1.9098588450E+02,1.3126516500E+01,VFID4507,NGC4654,HPESL100A_J124357.8+130709,green,190.990904,13.119269,0.000034,0.000033,3435.640,7.393,null,1163.248,20.026,13.773,0.687744,f,1342258448
4511,2.275296,-155.817914,1.8653162250E+02,1.3113130900E+01,VFID4510,NGC4402,HPESL160A_J122607.5+130645,red,186.531357,13.112554,0.000017,0.000017,9779.217,22.593,11.325,1134.910,34.629,13.471,0.389010,f,1342233036
4511,2.290488,-166.380073,1.8653162250E+02,1.3113130900E+01,VFID4510,NGC4402,HPESL070A_J122607.5+130645,blue,186.531469,13.112513,0.000015,0.000015,3381.072,3.481,null,1334.305,16.449,7.270,0.441961,f,1342233036
4511,2.610036,-166.727544,1.8653162250E+02,1.3113130900E+01,VFID4510,NGC4402,HPESL160A_J122607.5+130645,red,186.531452,13.112425,0.000048,0.000047,9650.296,5.146,10.475,1110.318,37.669,15.052,0.399597,f,1342199776
4511,2.700214,-134.768399,1.8653162250E+02,1.3113130900E+01,VFID4510,NGC4402,HPESL100A_J122607.4+130645,green,186.531076,13.112603,0.000016,0.000016,6919.179,28.140,29.256,1071.184,31.860,13.592,0.426608,f,1342198147
4511,2.765491,-153.761110,1.8653162250E+02,1.3113130900E+01,VFID4510,NGC4402,HPESL100A_J122607.5+130645,green,186.531274,13.112442,0.000022,0.000022,7167.900,28.788,31.132,1079.779,33.342,13.385,0.401449,f,1342199776
4511,2.868906,-132.492684,1.8653162250E+02,1.3113130900E+01,VFID4510,NGC4402,HPESL160A_J122607.4+130645,red,186.531019,13.112593,0.000030,0.000029,9608.979,6.532,9.890,925.914,37.365,14.998,0.401397,f,1342198147
4511,3.292005,-112.680907,1.8653162250E+02,1.3113130900E+01,VFID4510,NGC4402,HPESL160A_J122607.3+130646,red,186.530756,13.112778,0.000123,0.000120,9332.967,5.111,10.201,1101.214,36.117,14.857,0.411364,f,1342187265
4511,3.327258,-125.541207,1.8653162250E+02,1.3113130900E+01,VFID4510,NGC4402,HPESL100A_J122607.4+130645,green,186.530850,13.112594,0.000054,0.000053,7247.620,28.924,32.537,1115.921,30.864,12.902,0.418027,f,1342187265
4511,23.151436,92.947902,1.8653162250E+02,1.3113130900E+01,VFID4510,NGC4402,HPESL070A_J122609.1+130646,blue,186.538217,13.112800,0.000016,0.000015,2213.062,2.769,null,1017.791,14.147,7.784,0.550235,f,1342233036
4511,29.370721,-97.894795,1.8653162250E+02,1.3113130900E+01,VFID4510,NGC4402,HPESL070A_J122605.6+130643,blue,186.523325,13.112010,0.000047,0.000046,1718.181,2.695,null,838.161,17.478,null,0.000000,f,1342233036
4511,38.652956,92.969472,1.8653162250E+02,1.3113130900E+01,VFID4510,NGC4402,HPESL160A_J122610.2+130645,red,186.542632,13.112574,0.000064,0.000062,6527.652,6.204,9.285,742.549,39.468,15.543,0.393811,f,1342199776
4524,1.625765,161.063406,1.8856619100E+02,1.3075386700E+01,VFID4523,NGC4531,HPESL160A_J123415.9+130430,red,188.566341,13.074960,0.000454,0.000442,1556.393,17.913,15.887,110.484,50.812,null,0.000000,f,1342199776
4525,36.702899,-89.097956,1.8633981750E+02,1.3070702200E+01,VFID4524,PGC040505,HPESL100A_J122519.0+130415,green,186.329352,13.070862,0.000366,0.000356,97.147,9.623,4.064,43.301,25.540,13.272,0.519657,f,1342199776
4531,21.542885,103.940397,1.8723704550E+02,1.3039023000E+01,VFID4530,[KHL2017]UCD34,HPESL100A_J122858.3+130215,green,187.243007,13.037581,0.000431,0.000419,21.398,4.693,3.228,41.124,38.065,null,0.000000,f,1342199776
4539,0.522171,23.147688,1.8382010700E+02,1.3023915100E+01,VFID4538,NGC4206,HPESL160A_J121516.8+130127,red,183.820166,13.024048,0.000143,0.000139,1357.091,17.708,7.196,98.426,27.528,null,0.000000,f,1342198147
4539,1.476455,150.402370,1.8382010700E+02,1.3023915100E+01,VFID4538,NGC4206,HPESL160A_J121516.8+130125,red,183.820315,13.023558,0.000097,0.000095,1506.028,16.355,8.571,152.510,26.986,null,0.000000,f,1342233030
4539,3.498683,5.609877,1.8382010700E+02,1.3023915100E+01,VFID4538,NGC4206,HPESL100A_J121516.8+130130,green,183.820205,13.024882,0.000248,0.000241,731.441,22.976,10.848,101.714,25.944,null,0.000000,f,1342198147
4546,13.624283,-98.769491,1.8606935100E+02,1.3008061000E+01,VFID4545,[KHL2017]UCD02,HPESL100A_J122415.7+130027,green,186.065512,13.007484,0.000413,0.000403,-4.996,3.025,2.267,28.781,33.674,null,0.000000,f,1342198147
4576,38.698563,49.516246,1.8702720300E+02,1.2898115900E+01,VFID4575,PGC040958,HPESL160A_J122808.5+125418,red,187.035591,12.905095,0.000576,0.000560,67.226,3.675,2.409,24.682,42.157,9.291,0.220385,f,1342199776
4587,39.471087,134.199399,1.8675986041E+02,1.2868622232E+01,VFID4586,null,HPESL100A_J122704.3+125140,green,186.767923,12.860978,0.000458,0.000446,61.001,5.702,3.687,37.607,34.253,null,0.000000,f,1342199776
4588,21.719701,159.605305,1.8676576650E+02,1.2866633400E+01,VFID4587,PGC040787,HPESL100A_J122704.3+125140,green,186.767923,12.860978,0.000458,0.000446,61.001,5.702,3.687,37.607,34.253,null,0.000000,f,1342199776
4598,31.577142,-95.703628,1.8711691950E+02,1.2823662900E+01,VFID4597,IC3388,HPESL100A_J122825.9+124922,green,187.107968,12.822791,0.000486,0.000476,113.808,6.996,4.521,55.558,35.380,null,0.000000,f,1342198147
4610,29.520193,159.668025,1.8845284800E+02,1.2780049300E+01,VFID4609,PGC041744,HPESL100A_J123349.3+124620,green,188.455769,12.772360,0.000464,0.000453,77.790,6.456,5.133,40.973,25.325,null,0.000000,f,1342199776
4610,34.616266,134.955864,1.8845284800E+02,1.2780049300E+01,VFID4609,PGC041744,HPESL100A_J123350.3+124624,green,188.459825,12.773255,0.000403,0.000393,20.563,5.117,3.457,37.576,28.719,null,0.000000,f,1342199776
4616,28.853396,178.477564,1.8317785200E+02,1.2762871300E+01,VFID4615,PGC1415716,HPESL100A_J121242.7+124517,green,183.178070,12.754859,0.000432,0.000421,32.982,3.698,1.998,31.191,43.025,null,0.000000,f,1342198147
4623,13.039419,-36.925631,1.8742314750E+02,1.2741000000E+01,VFID4622,[KHL2017]UCD39,HPESL100A_J122941.0+124438,green,187.420916,12.743896,0.000346,0.000337,92.865,10.351,5.183,45.926,22.672,12.685,0.559520,f,1342199776
4634,12.197038,120.694990,1.8345094800E+02,1.2690547200E+01,VFID4633,PGC039031,HPESL100A_J121348.9+124120,green,183.453934,12.688818,0.000364,0.000356,40.950,6.260,4.816,34.512,26.764,null,0.000000,f,1342198147
4642,0.548064,-159.755766,1.8644482350E+02,1.2662099800E+01,VFID4641,NGC4388,HPESL160A_J122546.7+123943,red,186.444770,12.661957,0.000031,0.000030,8460.215,5.698,14.004,967.520,30.014,13.775,0.458960,f,1342199776
4642,0.668458,-83.496111,1.8644482350E+02,1.2662099800E+01,VFID4641,NGC4388,HPESL160A_J122546.7+123944,red,186.444634,12.662121,0.000073,0.000071,8716.181,5.505,12.679,1004.696,28.746,13.713,0.477023,f,1342187265
