VFID,RA,DEC,vr,radius,radius_flag,objname,PGC,NSAIDV1,NSAIDV0,AGC,NEDname,HLflag,NSAV1flag,NSAV0flag,A100flag,VFID_V1,COflag,HAflag,HAobsflag,Z0MGSflag,Steerflag,unwiseflag,prefix
VFID3442,255.06066600000003,23.1062718,2964.1,37.3354377746582,True,UGC10650,59408,687367,167176,0,UGC 10650,True,True,True,False,VFID3445,False,True,True,True,True,True,VFID3442-UGC10650
VFID3443,271.3247595,23.1056102,2393.5,25.534141540527344,True,UGC11111,61386,0,0,0,UGC 11111,True,False,False,False,VFID3446,False,False,False,False,True,True,VFID3443-UGC11111
VFID3444,223.4872155264628,23.09991315903425,3227.56982421875,7.893927574157715,True,,-1000,457924,96354,0,WISEA J145356.92+230559.8,False,True,True,False,VFID3447,False,False,False,False,True,True,VFID3444-WISEAJ145356.92+230559.8
VFID3445,158.666001,23.089988,1236.8,20.189300537109375,True,PGC2807202,2807202,624909,137663,202048,WISEA J103439.78+230523.3,True,True,True,True,VFID3448,False,False,False,False,True,True,VFID3445-WISEAJ103439.78+230523.3
VFID3446,198.2633625,23.0844734,2537.5,36.99586486816406,True,SDSSJ131303.19+230504.0,5064942,548566,119303,742826,WISEA J131303.16+230503.5,True,True,True,True,VFID3449,False,False,True,False,True,True,VFID3446-WISEAJ131303.16+230503.5
VFID3447,108.47450549999999,23.0801574,2296.8,42.768226623535156,True,UGC03751,20446,0,0,0,UGC 03751,True,False,False,False,VFID3450,False,False,False,True,True,False,VFID3447-UGC03751
VFID3448,255.579525,23.0764695,2910.5,11.14605712890625,True,PGC1681024,1681024,343463,69757,0,2MASX J17021901+2304349,True,True,True,False,VFID3451,False,True,True,False,True,True,VFID3448-2MASXJ17021901+2304349
VFID3449,162.4808295,23.0683322,609.0,29.883182525634766,True,AGC740112,5808772,0,0,740112,SDSS J104955.40+230406.9,True,False,False,True,VFID3452,False,False,False,False,True,True,VFID3449-SDSSJ104955.40+230406.9
VFID3450,232.69713000000002,23.0661035,1991.7,40.65568161010742,True,UGC09875,55282,464081,97456,0,UGC 09875,True,True,True,False,VFID3453,False,False,False,True,True,True,VFID3450-UGC09875
VFID3451,255.18787200000003,23.0440007,2736.1,19.23628807067871,True,NGC6276,59419,343657,69842,0,NGC 6276,True,True,True,False,VFID3454,True,True,True,True,True,True,VFID3451-NGC6276
VFID3452,190.4929185,23.0252785,1785.0,17.788427352905273,True,AGC229381,5808782,0,0,229381,WISEA J124158.27+230132.2,True,False,False,True,VFID3455,False,False,False,False,True,True,VFID3452-WISEAJ124158.27+230132.2
VFID3453,180.477918,23.0241683,3265.0,7.728943824768066,True,AGC229510,6741555,0,0,229510,WISEA J120154.83+230125.2,True,False,False,True,VFID3456,False,False,False,False,True,True,VFID3453-WISEAJ120154.83+230125.2
VFID3454,255.2096895,23.0110376,2795.2,51.7751350402832,True,NGC6278,59426,633944,147606,0,NGC 6278,True,True,True,False,VFID3457,True,True,True,True,True,True,VFID3454-NGC6278
VFID3455,222.18773660299107,22.990802375682495,2399.663818359375,37.85249710083008,True,,-1000,632229,145619,0,WISEA J144845.10+225927.2,False,True,True,False,VFID3458,False,False,False,False,True,True,VFID3455-WISEAJ144845.10+225927.2
VFID3456,254.536089,22.9850973,2979.3,38.91537857055664,True,NGC6267,59340,633881,147543,0,NGC 6267,True,True,True,False,VFID3459,True,True,True,True,True,True,VFID3456-NGC6267
VFID3457,116.7708045,22.9554648,1896.6,2.223930835723877,True,SDSSJ074705.00+225719.6,3443285,0,0,0,WISEA J074704.98+225718.8,True,False,False,False,VFID3460,False,False,False,False,True,True,VFID3457-WISEAJ074704.98+225718.8
VFID3458,158.8674945,22.9488894,3168.0,30.0,False,AGC208862,6741529,0,0,208862,WISEA J103528.19+225656.2,True,False,False,True,VFID3461,False,False,False,False,True,True,VFID3458-WISEAJ103528.19+225656.2
VFID3459,163.1489025,22.934143,1261.8,70.48898315429688,True,NGC3437,32648,512493,110991,5995,NGC 3437,True,True,True,True,VFID3462,False,False,False,True,True,True,VFID3459-NGC3437
VFID3460,211.124604,22.9338184,2293.0,11.197504997253418,True,SDSSJ140429.93+225601.8,4399923,0,0,249556,SDSS J140429.93+225601.8,True,False,False,True,VFID3463,False,False,False,False,True,True,VFID3460-SDSSJ140429.93+225601.8
VFID3461,167.252478,22.9295372,2642.1,41.698577880859375,True,UGC06194,33794,610952,138825,6194,UGC 06194,True,True,True,True,VFID3464,False,False,False,True,True,True,VFID3461-UGC06194
VFID3462,209.602518,22.9268292,2807.2,14.260056495666504,True,PGC049718,49718,568235,123606,0,KUG 1356+231B,True,True,True,False,VFID3465,False,False,False,True,True,True,VFID3462-KUG1356+231B
VFID3463,197.9042895,22.9154564,2608.4,79.27226257324219,True,NGC5012,45795,673848,163136,8270,NGC 5012,True,True,True,True,VFID3466,True,False,True,True,True,True,VFID3463-NGC5012
VFID3464,209.5959915,22.8879939,2786.4,29.724958419799805,True,PGC049734,49734,678728,164300,231584,KUG 1356+231A,True,True,True,True,VFID3467,False,False,False,True,True,True,VFID3464-KUG1356+231A
VFID3465,100.7854545,22.8738922,1294.9,30.069156646728516,True,UGC03516,19483,0,0,0,UGC 03516,True,False,False,False,VFID3468,False,False,False,True,True,False,VFID3465-UGC03516
VFID3466,255.13814849999997,22.865998,2638.2,7.587893962860107,True,SDSSJ170033.18+225157.4,4007472,633932,147594,0,WISEA J170033.15+225158.0,True,True,True,False,VFID3469,False,False,True,False,True,True,VFID3466-WISEAJ170033.15+225158.0
VFID3467,156.9392895,22.8471703,1523.0,50.94731140136719,True,NGC3248,30776,624647,137391,0,NGC 3248,True,True,True,False,VFID3470,True,True,True,True,True,True,VFID3467-NGC3248
VFID3468,260.4021075,22.8407838,3090.9,18.798416137695312,True,UGC10823,60121,0,0,0,UGC 10823,True,False,False,False,VFID3471,False,False,False,True,True,True,VFID3468-UGC10823
VFID3469,162.418299,22.8383992,632.0,15.744223594665527,True,PGC032413,32413,0,0,200898,MRK 1265,True,False,False,True,VFID3472,False,False,False,False,True,True,VFID3469-MRK1265
VFID3470,198.1740945,22.8297748,2537.6,24.952913284301758,True,UGC08290,45884,548539,119289,8290,NGC 5012A,True,True,True,True,VFID3473,True,False,True,True,True,True,VFID3470-NGC5012A
VFID3471,187.1837535,22.8208014,642.8,48.20823669433594,True,NGC4455,41066,668003,161845,7603,NGC 4455,True,True,True,True,VFID3474,False,False,False,True,True,True,VFID3471-NGC4455
VFID3472,209.75410200000002,22.8149458,2864.4,9.122654914855957,True,PGC1676551,1676551,568102,0,743776,SDSS J135900.98+224853.8,True,True,False,True,VFID3475,False,False,False,False,True,True,VFID3472-SDSSJ135900.98+224853.8
VFID3473,154.41538649999998,22.8093876,1176.7,25.534141540527344,True,PGC030061,30061,500743,136983,201337,CGCG 123-035,True,True,True,True,VFID3476,False,False,False,False,True,True,VFID3473-CGCG123-035
VFID3474,126.02577000000001,22.8053597,2059.7,30.0,True,PGC2807127,2807127,406720,0,0,WISEA J082406.19+224818.6,True,True,False,False,VFID3477,False,False,True,False,True,True,VFID3474-WISEAJ082406.19+224818.6
VFID3475,157.2952065,22.775738,1196.6,29.5883846282959,True,PGC166105,166105,653046,158388,201987,SDSS J102910.85+224632.5,True,True,True,True,VFID3478,False,False,True,False,True,True,VFID3475-SDSSJ102910.85+224632.5
VFID3476,210.2043495,22.7636917,3069.3,9.039017677307129,True,SDSSJ140049.06+224549.1,4396787,568066,123591,0,WISEA J140048.99+224548.3,True,True,True,False,VFID3479,False,False,False,False,True,True,VFID3476-WISEAJ140048.99+224548.3
VFID3477,153.38156550000002,22.7375523,1301.3,62.67888259887695,True,NGC3162,29800,651193,157995,5510,NGC 3162,True,True,True,True,VFID3480,False,False,False,True,True,True,VFID3477-NGC3162
VFID3478,255.3734505,22.7311831,2820.2,30.0,False,SDSSJ170129.62+224352.4,4124690,0,0,0,WISEA J170129.63+224353.2,True,False,False,False,VFID3481,False,False,False,False,True,True,VFID3478-WISEAJ170129.63+224353.2
VFID3479,210.57449400000002,22.7264453,3097.9,13.308259010314941,True,SDSSJ140217.88+224335.4,4398037,568058,123588,743877,WISEA J140217.82+224334.9,True,True,True,True,VFID3482,False,False,False,False,True,True,VFID3479-WISEAJ140217.82+224334.9
VFID3480,153.2199525,22.7220076,1282.4,20.376108169555664,True,PGC029756,29756,500663,108463,200162,CGCG 123-024,True,True,True,True,VFID3483,False,False,False,False,True,True,VFID3480-CGCG123-024
VFID3481,125.92080600000001,22.7198445,2084.4,13.904083251953125,True,SDSSJ082340.95+224311.1,4084961,622515,135068,0,WISEA J082340.95+224310.7,True,True,True,False,VFID3484,False,False,True,False,True,True,VFID3481-WISEAJ082340.95+224310.7
VFID3482,182.800014,22.7050393,2577.8,10.402105331420898,True,PGC1674681,1674681,546683,119034,0,WISEA J121112.11+224217.2,True,True,True,False,VFID3485,False,False,False,False,True,True,VFID3482-WISEAJ121112.11+224217.2
VFID3483,124.814109,22.7039411,2123.7,20.224533081054688,True,SDSSJ081915.38+224214.1,4084511,406175,84137,0,SDSS J081915.38+224214.1,True,True,True,False,VFID3486,False,False,True,False,True,True,VFID3483-SDSSJ081915.38+224214.1
VFID3484,154.8301695,22.7016289,1574.3,14.096823692321777,True,PGC2806870,2806870,624345,137079,201174,LSBC D500-04,True,True,True,True,VFID3487,False,False,False,False,True,True,VFID3484-LSBCD500-04
VFID3485,125.59636950000001,22.6968472,2077.1,10.892341613769531,True,PGC1674543,1674543,406133,84130,0,2MASX J08222312+2241484,True,True,True,False,VFID3488,False,False,True,False,True,True,VFID3485-2MASXJ08222312+2241484
VFID3486,193.41859988785583,22.6901575895242,2952.2431640625,1.604502558708191,True,,-1000,604035,0,0,SDSS J125340.46+224124.5,False,True,False,False,VFID3489,False,False,False,False,True,True,VFID3486-SDSSJ125340.46+224124.5
VFID3487,124.44167399999999,22.6781047,2143.7,13.296899795532227,True,SDSSJ081746.00+224041.0,4084359,406190,84139,0,SDSS J081746.00+224040.9,True,True,True,False,VFID3490,False,False,True,False,True,True,VFID3487-SDSSJ081746.00+224040.9
VFID3488,123.01219800000001,22.6741477,1963.0,35.20015335083008,True,SDSSJ081202.89+224026.6,4083825,315633,64301,0,SDSS J081202.89+224026.6,True,True,True,False,VFID3491,False,False,False,False,True,True,VFID3488-SDSSJ081202.89+224026.6
VFID3489,125.79697350000001,22.6646066,2053.8,50.94731140136719,True,UGC04375,23522,589663,135051,0,UGC 04375,True,True,True,False,VFID3492,True,True,True,True,True,True,VFID3489-UGC04375
VFID3490,125.871489,22.6502273,2058.7,11.725226402282715,True,PGC213481,213481,406134,84131,0,SDSS J082329.13+223900.1,True,True,True,False,VFID3493,False,False,True,False,True,True,VFID3490-SDSSJ082329.13+223900.1
VFID3491,122.661384,22.6499909,2484.0,18.62607192993164,True,SDSSJ081038.74+223860.0,3996218,315642,64306,0,SDSS J081038.74+223900.0,True,True,True,False,VFID3494,False,False,True,False,True,True,VFID3491-SDSSJ081038.74+223900.0
VFID3492,198.4219965,22.6256646,3236.0,26.553468704223633,True,PGC086687,86687,674075,163197,235520,LSBC F576-01,True,True,True,True,VFID3495,False,False,False,True,True,True,VFID3492-LSBCF576-01
VFID3493,125.57029200000001,22.6089268,2298.3,15.59988021850586,True,PGC2806866,2806866,406690,84225,0,LSBC D495-01,True,True,True,False,VFID3496,False,False,True,False,True,True,VFID3493-LSBCD495-01
VFID3494,154.94521650000002,22.5948413,1469.5,32.07164764404297,True,UGC05575,30188,500783,108496,5575,UGC 05575,True,True,True,True,VFID3497,False,False,False,True,True,True,VFID3494-UGC05575
VFID3495,183.09326249999998,22.5914363,2350.3,10.002792358398438,True,SDSSJ121222.40+223529.1,4315872,546677,119032,0,WISEA J121222.08+223524.9,True,True,True,False,VFID3498,False,False,False,False,True,True,VFID3495-WISEAJ121222.08+223524.9
VFID3496,207.3066075,22.5898626,946.6,10.546813011169434,True,PGC1672707,1672707,567784,123545,743445,WISEA J134913.60+223524.1,True,True,True,True,VFID3499,False,False,False,False,True,True,VFID3496-WISEAJ134913.60+223524.1
VFID3497,187.01169299999998,22.5878602,606.3,18.244050979614258,True,UGC07584,40943,547351,119130,7584,UGC 07584,True,True,True,True,VFID3500,False,False,False,False,True,True,VFID3497-UGC07584
VFID3498,157.0872255,22.5707774,539.4,57.560062408447266,True,UGC05672,30818,624672,137416,5672,UGC 05672,True,True,True,True,VFID3501,False,False,True,True,True,True,VFID3498-UGC05672
VFID3499,214.55930099999998,22.5571116,2596.1,8.85362720489502,True,PGC1672146,1672146,568898,123653,0,WISEA J141814.28+223324.9,True,True,True,False,VFID3502,False,False,False,False,True,True,VFID3499-WISEAJ141814.28+223324.9
VFID3500,125.68107300000001,22.5530479,2112.1,46.57160949707031,True,NGC2577,23498,622488,135038,0,NGC 2577,True,True,True,False,VFID3503,True,True,True,True,True,True,VFID3500-NGC2577
VFID3501,256.296441,22.5403458,2864.9,12.91579818725586,True,SDSSJ170511.15+223225.1,4007523,343874,69912,0,SDSS J170511.15+223225.1,True,True,True,False,VFID3504,False,False,False,False,True,True,VFID3501-SDSSJ170511.15+223225.1
VFID3502,184.3918065,22.5402618,410.6000061035156,144.58433532714844,True,UGC07321,39432,0,0,0,UGC 07321,True,False,False,False,VFID3505,False,False,False,True,True,False,VFID3502-UGC07321
VFID3503,122.44654731223235,22.46356988405764,2119.55615234375,48.97057342529297,True,,-1000,0,64305,0,WISEA J080947.89+222730.3,False,False,True,False,VFID3506,False,True,True,False,True,False,VFID3503-WISEAJ080947.89+222730.3
VFID3504,122.44965900000001,22.4583441,2118.2,22.91507339477539,True,SDSSJ080947.91+222730.1,4074941,0,0,0,WISEA J080947.89+222730.3,True,False,False,False,VFID3507,False,False,True,False,True,True,VFID3504-WISEAJ080947.89+222730.3
VFID3505,206.5623975,22.4582292,2648.1,8.01901912689209,True,PGC1670258,1670258,552938,120130,239103,WISEA J134614.98+222729.1,True,True,True,True,VFID3508,False,False,False,False,True,True,VFID3505-WISEAJ134614.98+222729.1
VFID3506,154.928793,22.4524644,1464.9,31.125852584838867,True,UGC05574,30182,500772,108493,5574,UGC 05574,True,True,True,True,VFID3509,False,False,False,True,True,True,VFID3506-UGC05574
VFID3507,209.541246,22.440557,2830.0,14.922362327575684,True,AGC239146,5808794,0,0,239146,GALEXASC J135809.84+222629.0,True,False,False,True,VFID3510,False,False,False,False,True,True,VFID3507-GALEXASCJ135809.84+222629.0
VFID3508,124.48669199999999,22.4360546,2104.2,26.06881332397461,True,PGC023262,23262,647336,156595,0,KUG 0815+225,True,True,True,False,VFID3511,False,True,True,True,True,True,VFID3508-KUG0815+225
VFID3509,193.24626750000002,22.4155153,748.8,29.258625030517578,True,SDSSJ125259.05+222455.8,5064714,547996,119221,229124,SDSS J125259.08+222455.9,True,True,True,True,VFID3512,False,False,False,False,True,True,VFID3509-SDSSJ125259.08+222455.9
VFID3510,200.192994,22.3949848,1054.8,10.378181457519531,True,PGC046578,46578,548866,119343,742919,KUG 1318+226,True,True,True,True,VFID3513,False,False,False,False,True,True,VFID3510-KUG1318+226
VFID3511,165.46268550000002,22.3445378,1337.9,27.613487243652344,True,PGC033270,33270,515299,111633,200841,CGCG 125-022,True,True,True,True,VFID3514,False,False,False,True,True,True,VFID3511-CGCG125-022
VFID3512,252.089766,22.3376489,2870.4,16.56232261657715,True,PGC2801030,2801030,288931,58585,0,WISEA J164821.46+222015.5,True,True,True,False,VFID3515,False,False,False,False,True,True,VFID3512-WISEAJ164821.46+222015.5
VFID3513,276.4101045,22.3273564,3133.5,27.804895401000977,True,UGC11229,61863,634748,148423,0,UGC 11229,True,True,True,False,VFID3516,False,False,False,True,True,True,VFID3513-UGC11229
VFID3514,172.296222,22.2948097,3249.5,14.693364143371582,True,PGC1667257,1667257,520847,112794,741003,WISEA J112911.11+221740.7,True,True,True,True,VFID3517,False,False,False,False,True,True,VFID3514-WISEAJ112911.11+221740.7
VFID3515,187.0210995,22.2910995,602.9,23.287412643432617,True,PGC086635,86635,628379,161830,223254,LSBC F573-01,True,True,True,True,VFID3518,False,False,False,False,True,True,VFID3515-LSBCF573-01
VFID3516,125.85032100000001,22.2667799,2055.1,12.221407890319824,True,PGC1666700,1666700,406715,84233,0,WISEA J082324.08+221600.5,True,True,True,False,VFID3519,False,False,True,False,True,True,VFID3516-WISEAJ082324.08+221600.5
VFID3517,191.656677,22.2465097,1779.8,11.379449844360352,True,SDSSJ124637.60+221446.8,4341159,547675,119185,742590,IC 3762,True,True,True,True,VFID3520,False,False,False,False,True,True,VFID3517-IC3762
VFID3518,122.94835649999999,22.192918,2007.9,8.85362720489502,True,PGC1665309,1665309,405710,84041,0,WISEA J081147.61+221134.4,True,True,True,False,VFID3521,False,False,False,False,True,True,VFID3518-WISEAJ081147.61+221134.4
VFID3519,154.32321,22.1609786,1422.5,11.275121688842773,True,SDSSJ101717.58+220939.3,4572928,500734,108483,0,WISEA J101717.57+220939.7,True,True,True,False,VFID3522,False,False,False,False,True,True,VFID3519-WISEAJ101717.57+220939.7
VFID3520,154.765,22.15194,1370.0,30.0,False,,-1000,0,0,202044,PGC1 0030083 NED019,False,False,False,True,VFID3523,False,False,False,False,True,True,VFID3520-PGC10030083NED019
VFID3521,173.02759500000002,22.1253742,1178.4,10.79248046875,True,PGC1664006,1664006,519512,0,741070,WISEA J113206.62+220731.2,True,True,False,True,VFID3524,False,False,False,False,True,True,VFID3521-WISEAJ113206.62+220731.2
VFID3522,153.590532,22.1248447,1641.0,52.85927963256836,True,UGC05524,29865,500696,136886,5524,UGC 05524,True,True,True,True,VFID3525,False,False,False,True,True,True,VFID3522-UGC05524
VFID3523,157.986279,22.096957,1193.2,18.583232879638672,True,SDSSJ103156.68+220549.4,4563662,501228,108642,739514,SDSS J103156.68+220549.4,True,True,True,True,VFID3526,False,False,False,False,True,True,VFID3523-SDSSJ103156.68+220549.4
VFID3524,110.59390350000001,22.0832995,2276.1,82.43682098388672,True,NGC2365,20838,0,0,0,NGC 2365,True,False,False,False,VFID3527,False,False,False,True,True,False,VFID3524-NGC2365
VFID3525,211.668867,22.0700986,2320.5,62.390899658203125,True,UGC09024,50334,568491,123623,9024,UGC 09024,True,True,True,True,VFID3528,False,False,False,False,True,True,VFID3525-UGC09024
VFID3526,136.020195,22.0615457,3110.7,19.548851013183594,True,PGC025458,25458,490281,105679,0,CGCG 121-011,True,True,True,False,VFID3529,False,False,False,True,True,True,VFID3526-CGCG121-011
VFID3527,200.196543,22.0379632,789.2,11.120421409606934,True,SDSSJ132047.16+220216.5,4366069,548664,119319,0,WISEA J132047.21+220217.4,True,True,True,False,VFID3530,False,False,False,False,True,True,VFID3527-WISEAJ132047.21+220217.4
VFID3528,125.1959145,22.0268835,2219.7,47.554527282714844,True,SDSSJ082047.00+220136.8,4084682,622463,135012,0,SDSS J082047.00+220136.8,True,True,True,False,VFID3531,False,False,False,False,True,True,VFID3528-SDSSJ082047.00+220136.8
VFID3529,152.63664450000002,22.011076,1280.0,9.335148811340332,True,PGC139255,139255,500540,108414,0,WAS 05,True,True,True,False,VFID3532,False,False,False,False,True,True,VFID3529-WAS05
VFID3530,189.2559735,22.008703,1297.5,9.443244934082031,True,SDSSJ123701.44+220031.0,4334308,547415,119139,742507,WISEA J123701.41+220032.0,True,True,True,True,VFID3533,False,False,False,False,True,True,VFID3530-WISEAJ123701.41+220032.0
VFID3531,209.7307815,21.9884832,2850.2,31.997882843017578,True,UGC08899,49763,568117,123593,8899,UGC 08899,True,True,True,True,VFID3534,False,False,False,True,True,True,VFID3531-UGC08899
VFID3532,125.75127,21.9685638,2189.7,9.143685340881348,True,PGC142948,142948,622496,135046,0,WISEA J082300.25+215807.6,True,True,True,False,VFID3535,False,False,True,False,True,True,VFID3532-WISEAJ082300.25+215807.6
VFID3533,136.0019565,21.9676443,3100.5,40.74940490722656,True,NGC2738,25454,648098,157014,0,NGC 2738,True,True,True,False,VFID3536,False,False,False,True,True,True,VFID3533-NGC2738
VFID3534,171.49917,21.9642225,1414.7,12.16525650024414,True,SDSSJ112559.79+215751.3,4279332,519434,112476,740893,WISEA J112559.79+215751.7,True,True,True,True,VFID3537,False,False,False,False,True,True,VFID3534-WISEAJ112559.79+215751.7
VFID3535,134.76889649999998,21.9269207,2924.2,9.596685409545898,True,PGC1660087,1660087,490341,105689,0,WISEA J085904.49+215537.7,True,True,True,False,VFID3538,False,False,False,False,True,True,VFID3535-WISEAJ085904.49+215537.7
VFID3536,192.4035705,21.918177,538.9,11.327165603637695,True,SDSSJ124936.90+215505.7,4343356,547948,119218,742601,SDSS J124936.89+215505.6,True,True,True,True,VFID3539,False,False,False,False,True,True,VFID3536-SDSSJ124936.89+215505.6
VFID3537,250.23453,21.9178621,2819.0,30.0,False,PGC2801028,2801028,0,0,0,PGC1 2801028 NED001,True,False,False,False,VFID3540,False,False,False,False,True,True,VFID3537-PGC12801028NED001
VFID3538,135.99882,21.9065759,3143.8,28.387115478515625,True,NGC2737,25453,490279,105677,0,NGC 2737,True,True,True,False,VFID3541,False,False,False,True,True,True,VFID3538-NGC2737
VFID3539,237.751815,21.8942995,2123.9,13.712645530700684,True,SDSSJ155100.49+215339.0,4480157,632901,146449,0,WISEA J155100.44+215340.0,True,True,True,False,VFID3542,False,False,False,False,True,True,VFID3539-WISEAJ155100.44+215340.0
VFID3540,154.6036815,21.8940033,1370.5,70.65148162841797,True,NGC3193,30099,624311,137045,0,NGC 3193,True,True,True,False,VFID3543,True,True,True,True,True,True,VFID3540-NGC3193
VFID3541,169.25314649999999,21.8932453,3138.8,9.313678741455078,True,SDSSJ111700.75+215335.6,4272457,516757,111938,740696,WISEA J111700.75+215334.7,True,True,True,True,VFID3544,False,False,False,False,True,True,VFID3541-WISEAJ111700.75+215334.7
VFID3542,253.3275945,21.892699,2729.5,15.279926300048828,True,SDSSJ165318.78+215334.1,4007368,633814,147469,0,SDSS J165318.78+215334.1,True,True,True,False,VFID3545,False,False,False,False,True,True,VFID3542-SDSSJ165318.78+215334.1
VFID3543,135.847119,21.8901665,3176.2,8.111875534057617,True,SDSSJ090323.30+215324.6,4187249,490284,105681,0,WISEA J090323.32+215324.9,True,True,True,False,VFID3546,False,False,False,False,True,True,VFID3543-WISEAJ090323.32+215324.9
VFID3544,252.893082,21.8900052,2687.5,19.23628807067871,True,UGC10588,59132,286312,58108,0,UGC 10588,True,True,True,False,VFID3547,False,False,False,False,True,True,VFID3544-UGC10588
VFID3545,159.2334735,21.8821114,1339.0,108.92341613769531,True,NGC3301,31497,624972,137733,0,NGC 3301,True,True,True,False,VFID3548,False,False,False,True,True,True,VFID3545-NGC3301
VFID3546,154.4493525,21.8733281,1583.2,67.31645965576172,True,NGC3187,30068,500751,108488,5556,NGC 3187,True,True,True,True,VFID3549,False,True,True,True,True,False,VFID3546-NGC3187
VFID3547,237.172131,21.8695246,2156.9,65.93579864501953,True,UGC10043,56094,467340,98406,0,UGC 10043,True,True,True,False,VFID3550,False,False,False,True,True,True,VFID3547-UGC10043
VFID3548,135.942594,21.8609446,2868.6,15.456859588623047,True,PGC213563,213563,490286,105683,0,SDSS J090346.23+215139.4,True,True,True,False,VFID3551,False,False,False,False,True,True,VFID3548-SDSSJ090346.23+215139.4
VFID3549,237.21737099999999,21.8548533,2225.7,26.00885581970215,True,PGC056100,56100,466498,98137,0,MCG +04-37-035,True,True,True,False,VFID3552,False,False,False,False,True,True,VFID3549-MCG+04-37-035
VFID3550,269.7529485,21.8480842,2043.0,30.0,False,PGC2801038,2801038,0,0,0,PGC1 2801038 NED001,True,False,False,False,VFID3553,False,False,False,False,True,False,VFID3550-PGC12801038NED001
VFID3551,154.5260505,21.8326815,1317.1,109.17450714111328,True,NGC3190,30083,624287,137020,5559,NGC 3190:[WLQ2016] X0001,True,True,True,True,VFID3554,False,True,True,True,True,False,VFID3551-NGC3190:WLQ2016X0001
VFID3552,237.31938,21.8313643,2088.9,18.75518035888672,True,PGC056121,56121,632886,146433,0,UGC 10049 NED03,True,True,True,False,VFID3555,False,False,False,True,True,True,VFID3552-UGC10049NED03
VFID3553,214.68064049999998,21.8175844,2576.1,20.517349243164062,True,UGC09164,51120,568731,144859,9164,UGC 09164,True,True,True,True,VFID3556,False,False,False,True,True,True,VFID3553-UGC09164
VFID3554,154.3471275,21.7994985,1942.0,18.88518524169922,True,PGC086788,86788,500606,108447,201052,SDSS J101723.29+214757.9,True,True,True,True,VFID3557,False,True,True,False,True,True,VFID3554-SDSSJ101723.29+214757.9
VFID3555,198.23315250000002,21.789573,3149.0,20.61205291748047,True,UGC08291,45894,548462,119276,8291,UGC 08291,True,True,True,True,VFID3558,False,False,False,False,True,True,VFID3555-UGC08291
VFID3556,214.7083965,21.7650837,2658.1,8.652094841003418,True,PGC1656782,1656782,568730,123639,0,WISEA J141850.02+214553.1,True,True,True,False,VFID3559,False,False,False,False,True,True,VFID3556-WISEAJ141850.02+214553.1
VFID3557,237.2310615,21.7591581,2006.4,11.537753105163574,True,PGC1656651,1656651,467338,98404,0,SDSS J154855.45+214533.1,True,True,True,False,VFID3560,False,False,False,False,True,True,VFID3557-SDSSJ154855.45+214533.1
