VFID,RA,DEC,vr,radius,radius_flag,objname,PGC,NSAIDV1,NSAIDV0,AGC,NEDname,HLflag,NSAV1flag,NSAV0flag,A100flag,VFID_V1,COflag,HAflag,HAobsflag,Z0MGSflag,Steerflag,unwiseflag,Herschelflag,prefix
VFID6056,185.259471,3.722077,2609.7,127.6795273,TRUE,NGC4289,39886,592854,141200,7403,NGC 4289,TRUE,TRUE,TRUE,TRUE,VFID6073,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,VFID6056-NGC4289
VFID6060,184.287972,3.682903,2017,34.60359955,TRUE,NGC4234,39388,149735,30796,7309,NGC 4234,TRUE,TRUE,TRUE,TRUE,VFID6077,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,VFID6060-NGC4234
VFID6091,215.3045715,3.4358432,1489.1,85.92533875,TRUE,NGC5577,51286,87038,144923,9187,NGC 5577,TRUE,TRUE,TRUE,TRUE,VFID6108,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,VFID6091-NGC5577
VFID6093,186.4936095,3.4296676,1421.7,78.72655487,TRUE,UGC07522,40621,68926,14135,7522,UGC 07522,TRUE,TRUE,TRUE,TRUE,VFID6110,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,VFID6093-UGC07522
VFID6098,219.575478,3.4103085,1600.7,28.64977837,TRUE,NGC5692,52317,87646,18153,9427,NGC 5692,TRUE,TRUE,TRUE,TRUE,VFID6115,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,VFID6098-NGC5692
VFID6179,193.814721,2.8966172,2782.7,43.16395569,TRUE,NGC4799,44017,70245,14409,8043,NGC 4799,TRUE,TRUE,TRUE,TRUE,VFID6196,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,VFID6179-NGC4799
VFID6182,182.046336,2.8783017,1327.1,95.30622101,TRUE,NGC4123,38531,68187,14044,7116,NGC 4123,TRUE,TRUE,TRUE,TRUE,VFID6199,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,VFID6182-NGC4123
VFID6185,192.459324,2.8518612,1156.4,87.32151031,TRUE,UGC07982,43397,629300,142416,7982,UGC 07982,TRUE,TRUE,TRUE,TRUE,VFID6202,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,VFID6185-UGC07982
VFID6204,181.903626,2.6920426,1309.2,77.11186981,TRUE,NGC4116,38492,665632,161086,7111,NGC 4116,TRUE,TRUE,TRUE,TRUE,VFID6221,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,VFID6204-NGC4116
VFID6247,186.743694,2.494399,1647.5,54.59102631,TRUE,NGC4409,40775,667820,161779,7549,NGC 4409,TRUE,TRUE,TRUE,TRUE,VFID6264,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,VFID6247-NGC4409
VFID6306,201.582573,2.1005528,1089.6,44.16937637,TRUE,NGC5147,47027,0,0,8443,NGC 5147,TRUE,FALSE,FALSE,TRUE,VFID6323,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,VFID6306-NGC5147
VFID6380,215.8630875,1.7262628,1396.2,62.96819687,TRUE,UGC09215,51400,681071,164911,9215,UGC 09215,TRUE,TRUE,TRUE,TRUE,VFID6397,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,VFID6380-UGC09215
VFID6456,192.6624195,1.4643715,1269.6,62.6788826,TRUE,UGC07991,43470,69735,14289,7991,UGC 07991,TRUE,TRUE,TRUE,TRUE,VFID6473,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,VFID6456-UGC07991
VFID6480,193.338444,1.2691163,1129.3,92.9225769,TRUE,NGC4771,43784,70156,14388,8020,NGC 4771,TRUE,TRUE,TRUE,TRUE,VFID6497,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,VFID6480-NGC4771
VFID6619,188.1894825,0.1145302,1127.4,270.471344,TRUE,NGC4437,41618,0,0,7694,NGC 4517,TRUE,FALSE,FALSE,TRUE,VFID6636,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,VFID6619-NGC4517
VFID6643,195.2443425,-0.0275732,1187.3,59.72019958,TRUE,NGC4904,44846,9640,1659,8121,NGC 4904,TRUE,TRUE,TRUE,TRUE,VFID6660,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,VFID6643-NGC4904
VFID6645,166.453122,-0.0347594,801.6,249.529129,TRUE,NGC3521,33550,0,138723,6150,NGC 3521,TRUE,FALSE,TRUE,TRUE,VFID6662,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,VFID6645-NGC3521
VFID6673,220.0479525,-0.2890039,1948.5,74.15172577,TRUE,NGC5713,52412,682644,165392,0,NGC 5713,TRUE,TRUE,TRUE,FALSE,VFID6690,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,VFID6673-NGC5713
VFID6700,191.2859775,-0.4618785,1518.1,148.9776917,TRUE,NGC4666,42975,629082,142185,0,NGC 4666,TRUE,TRUE,TRUE,FALSE,VFID6717,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,VFID6700-NGC4666
VFID6708,189.828048,-0.5318914,1067.1,125.0608139,TRUE,NGC4592,42336,669229,162180,0,NGC 4592,TRUE,TRUE,TRUE,FALSE,VFID6725,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,VFID6708-NGC4592
VFID6710,191.383203,-0.5355056,1622.8,47.65640259,TRUE,NGC4668,42999,695034,171348,0,NGC 4668,TRUE,TRUE,TRUE,FALSE,VFID6727,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,VFID6710-NGC4668
VFID6759,180.0983565,-1.100072,1461.8,114.3197479,TRUE,NGC4030,37845,627617,140594,0,NGC 4030,TRUE,TRUE,TRUE,FALSE,VFID6776,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,VFID6759-NGC4030
VFID6761,208.226907,-1.1146173,1378.8,102.1224594,TRUE,NGC5334,49308,12064,1958,0,NGC 5334,TRUE,TRUE,TRUE,FALSE,VFID6778,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,VFID6761-NGC5334
VFID6768,193.091586,-1.1995791,1242.8,194.590332,TRUE,NGC4753,43671,0,142457,0,NGC 4753,TRUE,FALSE,TRUE,FALSE,VFID6785,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,VFID6768-NGC4753
