|    VFID|                RA|               DEC|                vr|    radius|radius_flag|                  objname|    PGC|NSAIDV1|NSAIDV0|   AGC|                     NEDname|HLflag|NSAV1flag|NSAV0flag|A100flag| VFID_V1|COflag|HAflag|HAobsflag|Z0MGSflag|Steerflag|unwiseflag|                              prefix|Herschelflag|HerschelFlag|
|    char|            double|            double|            double|     float|       char|                     char|   long|   long|   long|  long|                        char|  char|     char|     char|    char|    char|  char|  char|     char|     char|     char|      char|                                char|        char|        char|
|        |                  |                  |                  |    arcsec|           |                         |       |       |       |      |                            |      |         |         |        |        |      |      |         |         |         |          |                                    |            |            |
|    null|              null|              null|              null|      null|       null|                     null|   null|   null|   null|  null|                        null|  null|     null|     null|    null|    null|  null|  null|     null|     null|     null|      null|                                null|        null|        null|
 VFID2079        207.8557395         40.2132533             2465.8  19.414278        True                 PGC049191   49191  275961   56478      0                     MRK 0462   True      True      True    False VFID2081   True   True      True      True      True       True                     VFID2079-MRK0462        False        False 
 VFID2080         140.822259         40.2000823             1782.0  50.017418        True                   NGC2853   26580  175670   36290      0                     NGC 2853   True      True      True    False VFID2082   True   True      True      True      True       True                     VFID2080-NGC2853        False        False 
 VFID2083 208.78312499999998         40.1672637             2428.1  24.384916        True                  UGC08841   49480  276011   56489      0                    UGC 08841   True      True      True    False VFID2085  False   True      True      True      True       True                    VFID2083-UGC08841        False        False 
 VFID2084 140.81072849999998         40.1638436             1781.7   28.12686        True                   NGC2852   26571  623229  135862      0                     NGC 2852   True      True      True    False VFID2086   True  False      True      True      True       True                     VFID2084-NGC2852        False        False 
 VFID2085        170.4025575         40.1560933             1932.6  17.263199        True                PGC2161501 2161501  419419   86968      0    WISEA J112136.62+400922.5   True      True      True    False VFID2087  False  False      True     False      True       True    VFID2085-WISEAJ112136.62+400922.5        False        False 
 VFID2086         140.449767         40.1510379             1479.2  53.225685        True                   NGC2844   26501  623220  135852      0                     NGC 2844   True      True      True    False VFID2088   True   True      True      True      True       True                     VFID2086-NGC2844        False        False 
 VFID2089        208.0515225         40.0926325             2464.1  13.935458        True   SDSSJ135212.37+400533.3 4003977  275520   56405      0     SDSS J135212.37+400533.3   True      True      True    False VFID2091  False  False      True     False      True       True     VFID2089-SDSSJ135212.37+400533.3        False        False 
 VFID2090        141.0949995         40.0910385             1632.7  18.455307        True   SDSSJ092422.84+400527.3 4010126  623243  135880      0     SDSS J092422.84+400527.3   True      True      True    False VFID2092  False  False      True     False      True       True     VFID2090-SDSSJ092422.84+400527.3        False        False 
 VFID2091 207.40837800000003         40.0632186             2544.3  12.856456        True                PGC2159998 2159998  275537   56410      0                  LCSB S1962P   True      True      True    False VFID2093  False   True      True     False      True       True                  VFID2091-LCSBS1962P        False        False 
 VFID2095         207.677859         40.0356482             2211.1   17.74685        True                PGC2159569 2159569  275538   56411      0    WISEA J135042.70+400208.4   True      True      True    False VFID2097  False  False      True     False      True       True    VFID2095-WISEAJ135042.70+400208.4        False        False 
 VFID2096        171.8414175          40.013067             2013.2  46.251015        True                  UGC06455   35237  423504   88028      0                    UGC 06455   True      True      True    False VFID2098   True   True      True      True      True       True                    VFID2096-UGC06455        False        False 
 VFID2098         170.457696         40.0017573             1991.3  28.651955        True   SDSSJ112149.84+400006.3 4097888  423437   88016      0    WISEA J112149.79+400005.8   True      True      True    False VFID2100  False  False      True     False      True       True    VFID2098-WISEAJ112149.79+400005.8        False        False 
 VFID2099        207.2336175         39.9852094             2653.7  60.272785        True                   NGC5311   49011  275937   56469      0                     NGC 5311   True      True      True    False VFID2101   True   True      True      True      True       True                     VFID2099-NGC5311        False        False 
 VFID2101         207.434802         39.9847415             2540.0  54.340202        True                   NGC5313   49069  275536   56409      0                     NGC 5313   True      True      True    False VFID2103   True   True      True      True      True       True                     VFID2101-NGC5313        False        False 
 VFID2104         170.779032         39.9567114             1946.7  13.095475        True                PGC2158339 2158339  423457   88018      0    WISEA J112307.03+395724.3   True      True      True    False VFID2106  False  False      True     False      True       True    VFID2104-WISEAJ112307.03+395724.3        False        False 
 VFID2112 140.00234700000001         39.8925428             1439.9 10.4260845        True   SDSSJ092000.56+395333.2 3997725  175546   36264      0    WISEA J092000.59+395334.0   True      True      True    False VFID2114  False   True      True     False      True       True    VFID2112-WISEAJ092000.59+395334.0        False        False 
 VFID2114        170.6312475         39.8769064             1949.6   35.73726        True                   NGC3648   34908  626418  139281      0                     NGC 3648   True      True      True    False VFID2116   True   True      True      True      True       True                     VFID2114-NGC3648        False        False 
 VFID2118         207.601425         39.8580385             2248.4   9.707809        True   SDSSJ135024.33+395128.8 3557103  630693  143940      0    WISEA J135024.33+395128.3   True      True      True    False VFID2120  False  False      True     False      True       True    VFID2118-WISEAJ135024.33+395128.3        False        False 
 VFID2134         208.417842         39.7242957             2235.7  13.903408        True                PGC2154616 2154616       0       0      0    WISEA J135340.31+394327.2   True     False     False    False VFID2136  False   True      True     False      True       True    VFID2134-WISEAJ135340.31+394327.2        False        False 
 VFID2135        208.2433125         39.7186742             2640.6  11.644511        True                 PGC049311   49311  275856   56455      0                 KUG 1350+399   True      True      True    False VFID2137  False   True      True     False      True       True                 VFID2135-KUG1350+399        False        False 
 VFID2137          208.49805         39.7154593             2601.1  16.948109        True                 PGC049386   49386  592427  144043      0                 CGCG 219-021   True      True      True    False VFID2139   True   True      True     False      True       True                 VFID2137-CGCG219-021        False        False 
 VFID2138        207.4396395         39.7141837             2707.2  17.065588        True                 PGC049070   49070  275510   56402      0                 KUG 1347+399   True      True      True    False VFID2140  False   True      True     False      True       True                 VFID2138-KUG1347+399        False        False 
 VFID2140        207.6807375         39.7068079             2541.9  41.126453        True                    IC4336   49146  275515   56403      0                      IC 4336   True      True      True    False VFID2142   True   True      True      True      True       True                      VFID2140-IC4336        False        False 
 VFID2144 208.09592099999998         39.6872502             2126.9   49.78761        True                   NGC5337   49275  592425  143986      0                     NGC 5337   True      True      True    False VFID2146   True  False      True      True      True       True                     VFID2144-NGC5337        False        False 
 VFID2153         208.257831         39.5807535             2503.6  46.786575        True                   NGC5346   49322  275857   56456      0                     NGC 5346   True      True      True    False VFID2155   True   True      True      True      True       True                     VFID2153-NGC5346        False        False 
 VFID2154         207.711276         39.5748744             2519.3  65.481895        True                   NGC5326   49157  630701  143951      0                     NGC 5326   True      True      True    False VFID2156   True  False      True      True      True       True                     VFID2154-NGC5326        False        False 
 VFID2156         208.103664          39.557592             2750.2  11.752256        True                PGC2151881 2151881  275878   56462      0    WISEA J135224.88+393327.3   True      True      True    False VFID2158   True   True      True     False      True       True    VFID2156-WISEAJ135224.88+393327.3        False        False 
 VFID2160 207.26897250000002         39.4976234             2368.6   40.65568        True                  UGC08736   49024  275531   56408      0                    UGC 08736   True      True      True    False VFID2162   True   True      True      True      True       True                    VFID2160-UGC08736        False        False 
 VFID2165        207.8795085         39.4547024             1813.1  10.002792        True                 PGC101501  101501  275903   56467      0     SDSS J135131.08+392717.0   True      True      True    False VFID2167  False   True      True     False      True       True     VFID2165-SDSSJ135131.08+392717.0        False        False 
 VFID2169        182.6360025         39.4057938              989.0   86.32195        True                   NGC4151   38739       0       0      0                     NGC 4151   True     False     False    False VFID2171   True   True      True      True      True       True                     VFID2169-NGC4151        False        False 
 VFID2170         206.992938         39.3894834             2775.4   9.596685        True                PGC2148943 2148943  275529   56407      0     SDSS J134758.30+392322.0   True      True      True    False VFID2172  False   True      True     False      True       True     VFID2170-SDSSJ134758.30+392322.0        False        False 
 VFID2175         206.880087         39.3746312             1276.0   20.99526        True                 PGC166177  166177  677491  164005      0    WISEA J134731.36+392228.0   True      True      True    False VFID2177  False   True      True     False      True       True    VFID2175-WISEAJ134731.36+392228.0        False        False 
 VFID2176        207.7717845         39.3690781             2618.5  12.945572        True                PGC2148561 2148561  275899   56466      0      2MASX J13510523+3922097   True      True      True    False VFID2178  False  False      True     False      True       True      VFID2176-2MASXJ13510523+3922097        False        False 
 VFID2177 182.17117199999998         39.3229554             1048.0  19.157473        True   SDSSJ120841.07+391922.6 4102727  444754   93366      0    WISEA J120841.12+391923.3   True      True      True    False VFID2179  False   True      True     False      True       True    VFID2177-WISEAJ120841.12+391923.3        False        False 
 VFID2189         182.587809         39.2144779              922.9  11.405682        True                PGC2145586 2145586  423093   87936      0     SDSS J121021.06+391252.1   True      True      True    False VFID2191  False   True      True     False      True       True     VFID2189-SDSSJ121021.06+391252.1        False        False 
 VFID2192         207.197862         39.1968594             2536.8   8.652095        True                PGC2145217 2145217  428592   89353      0    WISEA J134847.47+391148.3   True      True      True    False VFID2194  False   True      True     False      True       True    VFID2192-WISEAJ134847.47+391148.3        False        False 
 VFID2193         182.499483         39.1966032             1320.9   8.074604        True                PGC2145202 2145202  444748   93363      0    WISEA J120959.89+391147.3   True      True      True    False VFID2195  False   True      True     False      True       True    VFID2193-WISEAJ120959.89+391147.3        False        False 
 VFID2199         182.433966           39.12587              987.7  13.618249        True                 PGC038664   38664  444749   93364      0                 KUG 1207+394   True      True      True    False VFID2201  False   True      True     False      True       True                 VFID2199-KUG1207+394        False        False 
 VFID2211        171.0954525         38.9758948             1126.6       20.0        True   SDSSJ112422.89+385833.3 4098131  423385   88013      0    WISEA J112422.97+385833.1   True      True      True    False VFID2213  False  False      True     False      True       True    VFID2211-WISEAJ112422.97+385833.1        False        False 
 VFID2217         171.404028         38.8878716             1929.8   23.81948        True   SDSSJ112536.98+385316.6 4098228  626533  139401      0    WISEA J112536.99+385316.5   True      True      True    False VFID2219  False  False      True     False      True       True    VFID2217-WISEAJ112536.99+385316.5        False        False 
 VFID2221         171.026952         38.8564012             1979.8  15.385841        True                PGC2138143 2138143  423383   88011      0      2MASX J11240641+3851226   True      True      True    False VFID2223  False   True      True     False      True       True      VFID2221-2MASXJ11240641+3851226        False        False 
 VFID2223         171.130788         38.7808588             2038.9  7.7111874        True                PGC2136359 2136359       0       0      0    WISEA J112431.45+384650.9   True     False     False    False VFID2225  False  False      True     False      True      False    VFID2223-WISEAJ112431.45+384650.9        False        False 
 VFID2224 171.18189900000002         38.7627867             1991.0  121.65256        True                   NGC3665   35064  659863  159779      0                     NGC 3665   True      True      True    False VFID2226   True   True      True      True      True       True                     VFID2224-NGC3665        False        False 
 VFID2226         170.891757         38.7262289             2154.4  16.486227        True                PGC2134922 2134922  423382   88010      0     SDSS J112334.02+384334.2   True      True      True    False VFID2228  False  False      True     False      True       True     VFID2226-SDSSJ112334.02+384334.2        False        False 
 VFID2235 155.01513899999998         38.6155268             2032.1  28.321827        True                  UGC05577   30206  289985   58969      0                    UGC 05577   True      True      True    False VFID2237   True   True      True      True      True       True                    VFID2235-UGC05577        False        False 
 VFID2237        171.1820115         38.5899854             2238.9  41.457047        True   SDSSJ112443.65+383523.5 4098154  626501  139368      0    WISEA J112443.61+383522.8   True      True      True    False VFID2239  False  False      True     False      True       True    VFID2237-WISEAJ112443.61+383522.8        False        False 
 VFID2238 170.94338249999998         38.5823993             1573.3  18.583233        True                 PGC213828  213828  435580   91017      0    WISEA J112346.44+383456.6   True      True      True    False VFID2240  False   True      True     False      True       True    VFID2238-WISEAJ112346.44+383456.6        False        False 
 VFID2239         170.992719         38.5623803             2043.0   51.53725        True                   NGC3658   35003  659772  159756      0                     NGC 3658   True      True      True    False VFID2241   True   True      True      True      True       True                     VFID2239-NGC3658        False        False 
 VFID2245 210.10542149999998         38.5207417             2618.0  13.967583        True                 PGC049852   49852  678963  164358      0                 KUG 1358+387   True      True      True    False VFID2247   True   True      True      True      True       True                 VFID2245-KUG1358+387        False        False 
 VFID2246         170.756751          38.519996             1862.8  18.712046        True                 PGC034951   34951  435537   91012      0               MCG +07-24-001   True      True      True    False VFID2248  False  False      True     False      True       True               VFID2246-MCG+07-24-001        False        False 
 VFID2257 172.63897949999998         38.2406769             1921.0   24.49747        True                 PGC035472   35472  435244   90972      0                 KUG 1127+385   True      True      True    False VFID2259   True   True      True      True      True       True                 VFID2257-KUG1127+385        False        False 
 VFID2259         209.987838         38.2008859             2718.2  23.394903        True                 PGC049824   49824  331286   67595      0            UGC 08919 NOTES01   True      True      True    False VFID2261   True   True      True      True      True       True             VFID2259-UGC08919NOTES01        False        False 
 VFID2260        209.9614095         38.1822897             2744.8   82.62686        True                   NGC5403   49820  331281   67593      0                     NGC 5403   True      True      True    False VFID2262   True   True      True      True      True       True                     VFID2260-NGC5403        False        False 
 VFID2301         158.844699         37.6716032             1700.8  22.757328        True                 PGC031357   31357  423887   88142      0                KUG 1032+379B   True      True      True    False VFID2303   True   True      True      True      True       True                VFID2301-KUG1032+379B        False        False 
 VFID2313 159.06770400000002         37.3246539             1568.8  92.282906        True                   NGC3294   31428  653786  158541      0                     NGC 3294   True      True      True    False VFID2315   True   True      True      True      True       True                     VFID2313-NGC3294         True         True 
 VFID2315        210.0008595         37.3068552             3045.8  13.095475        True                 PGC049828   49828  331309   67606      0                 KUG 1357+375   True      True      True    False VFID2317  False   True      True     False      True       True                 VFID2315-KUG1357+375        False        False 
 VFID2346        210.3501045         36.8001282             2692.8  22.239307        True                 PGC049927   49927  331191   67567      0                     MRK 0465   True      True      True    False VFID2348   True   True      True      True      True       True                     VFID2346-MRK0465        False        False 
 VFID2353         172.615278         36.7373134             1949.4  22.915073        True                 PGC035464   35464  446568   94048      0                     MRK 0424   True      True      True    False VFID2355  False   True      True     False      True       True                     VFID2353-MRK0424        False        False 
 VFID2355         173.010063         36.6980246             2494.6   47.32834        True                  UGC06517   35569  435144   90956      0                    UGC 06517   True      True      True    False VFID2357   True   True      True      True      True       True                    VFID2355-UGC06517        False        False 
 VFID2365        210.5251515         36.6112458             3144.2  7.2798305        True   SDSSJ140206.02+363640.3 4004193  331178   67564      0    WISEA J140206.02+363640.8   True      True      True    False VFID2367  False   True      True     False      True       True    VFID2365-WISEAJ140206.02+363640.8        False        False 
 VFID2366 172.78970700000002         36.6007355             1968.7  13.095475        True                 PGC035508   35508  435169   90957      0                 KUG 1128+368   True      True      True    False VFID2368   True   True      True      True      True       True                 VFID2366-KUG1128+368        False        False 
 VFID2394        198.5041065         36.3190262              935.0  26.676033        True                  UGC08314   46009  629996  143157      0                    UGC 08314   True      True      True    False VFID2396  False   True      True     False      True       True                    VFID2394-UGC08314        False        False 
 VFID2411 198.32339100000002          36.216545              944.9  43.563347        True                  UGC08303   45927  629980  143136   8303                Holmberg VIII   True      True      True     True VFID2413  False  False      True      True      True       True                VFID2411-HolmbergVIII        False        False 
 VFID2427         172.537398         36.0155315             2516.9   14.89777        True                 PGC035443   35443  626673  139553 215890                 KUG 1127+362   True      True      True     True VFID2429  False   True      True     False      True       True                 VFID2427-KUG1127+362        False        False 
 VFID2431        172.8521655         35.9466392             2503.7  25.241854        True                 PGC035526   35526  446563   94046 215899                 KUG 1128+362   True      True      True     True VFID2433  False   True      True      True      True       True                 VFID2431-KUG1128+362        False        False 
 VFID2434 171.99132749999998         35.9268823             1925.0  11.353277        True                PGC2072161 2072161       0       0 219722                   AGC 219722   True     False     False     True VFID2436  False   True      True     False      True       True                   VFID2434-AGC219722        False        False 
 VFID2439         172.546758         35.8698657             2214.9   39.00509        True                  UGC06499   35450  446549   94044   6499                    UGC 06499   True      True      True     True VFID2441  False  False      True     False      True       True                    VFID2439-UGC06499        False        False 
 VFID2440        198.6512175         35.8495003             1138.0  10.235787        True   SDSSJ131436.25+355058.1 4361132       0       0 239140 GALEXASC J131436.20+355058.6   True     False     False     True VFID2442  False   True      True     False      True       True VFID2440-GALEXASCJ131436.20+355058.6        False        False 
 VFID2462        172.7808495         35.5896886             1883.5  28.387115        True                 PGC035503   35503  446341   93963 215897                 KUG 1128+358   True      True      True     True VFID2464   True   True      True      True      True       True                 VFID2462-KUG1128+358        False        False 
 VFID2463        203.9799645         35.5882516             2230.0  54.969433        True                   NGC5240   47971  422721   87805   8587                     NGC 5240   True      True      True     True VFID2465  False   True      True      True      True       True                     VFID2463-NGC5240        False        False 
 VFID2481        198.5429055         35.4210437             2341.0  13.035307        True                PGC2064267 2064267  429021   89424      0     SDSS J131410.27+352515.6   True      True      True    False VFID2483  False   True      True     False      True       True     VFID2481-SDSSJ131410.27+352515.6        False        False 
 VFID2482        172.2255045         35.4139527             2250.8  29.931002        True                   NGC3694   35352  446367   93977      0                     NGC 3694   True      True      True    False VFID2484   True   True      True      True      True       True                     VFID2482-NGC3694        False        False 
 VFID2486        198.6274695           35.38682             2325.9  26.799164        True                  UGC08318   46041  431283   90053   8318                    UGC 08318   True      True      True     True VFID2488   True   True      True      True      True       True                    VFID2486-UGC08318        False        False 
 VFID2487        172.3027005         35.3858032             2327.6  11.845926        True    2MASXJ11291265+3523089 3771782  446363   93973      0    WISEA J112912.66+352309.0   True      True      True    False VFID2489  False   True      True     False      True       True    VFID2487-WISEAJ112912.66+352309.0        False        False 
 VFID2491        173.1643845         35.3283596             1852.9  49.104496        True                  UGC06526   35621  446318   93951   6526                    UGC 06526   True      True      True     True VFID2493   True   True      True      True      True       True                    VFID2491-UGC06526        False        False 
 VFID2497 172.94360400000002         35.2595806             2171.0  14.966535        True   SDSSJ113146.49+351533.8 4553475       0       0 219725     SDSS J113146.49+351533.8   True     False     False     True VFID2499  False   True      True     False      True       True     VFID2497-SDSSJ113146.49+351533.8        False        False 
 VFID2507         206.118183         35.1926507             2438.2   35.32818        True                  UGC08693   48690  630592  143827   8693                    UGC 08693   True      True      True     True VFID2509   True   True      True      True      True       True                    VFID2507-UGC08693        False        False 
 VFID2515         138.117885         35.0537775             2105.0  21.533829        True                   NGC2779   25958       0       0      0                     NGC 2779   True     False     False    False VFID2517  False   True      True      True      True       True                     VFID2515-NGC2779        False        False 
 VFID2517         138.101577         35.0274969             2030.5   39.00509        True                   NGC2778   25955  623128  135739      0                     NGC 2778   True      True      True    False VFID2519  False   True      True      True      True       True                     VFID2517-NGC2778        False        False 
 VFID2519 161.49746399999998         34.9649052             1979.3   33.12236        True                  UGC05870   32134  431909  137993   5870                    UGC 05870   True      True      True     True VFID2521   True   True      True      True      True       True                    VFID2519-UGC05870        False        False 
 VFID2520 137.96223450000002         34.9633504             2065.2   31.92429        True                  UGC04834   25919  648213  157086      0                    UGC 04834   True      True      True    False VFID2522  False  False      True      True      True       True                    VFID2520-UGC04834        False        False 
 VFID2526         138.184908         34.9255443             1955.2  31.777613        True                   NGC2780   25967  245768   50569      0                     NGC 2780   True      True      True    False VFID2528   True   True      True      True      True       True                     VFID2526-NGC2780        False        False 
 VFID2544        162.1034055         34.7114023             1628.1   60.55099        True                   NGC3381   32302  431962   90176   5909                     NGC 3381   True      True      True     True VFID2546   True   True      True      True      True       True                     VFID2544-NGC3381         True         True 
 VFID2545         174.947169         34.6929027             1646.1  14.358903        True                PGC2053079 2053079  441394   92505 215930    WISEA J113947.32+344133.6   True      True      True     True VFID2547  False   True      True     False      True       True    VFID2545-WISEAJ113947.32+344133.6        False        False 
 VFID2548        141.1415055         34.6593291             1833.9   36.48558        True                  UGC05004   26663  648444  157238   5004                    UGC 05004   True      True      True     True VFID2550  False  False      True      True      True       True                    VFID2548-UGC05004        False        False 
 VFID2550          141.50613         34.6534231             1620.2  61.111263        True                  UGC05020   26752  318401   64909   5020                    UGC 05020   True      True      True     True VFID2552   True   True      True      True      True       True                    VFID2550-UGC05020        False        False 
 VFID2551        141.0218445         34.6466016             1870.9  21.484303        True   SDSSJ092405.24+343847.4 3529815  648435  157233      0     SDSS J092405.24+343847.4   True      True      True    False VFID2553  False  False      True     False      True       True     VFID2551-SDSSJ092405.24+343847.4        False        False 
 VFID2558         141.077223         34.5134592             1671.1   95.74613        True                   NGC2859   26649  623242  135879   5001                     NGC 2859   True      True      True     True VFID2560   True   True      True      True      True       True                     VFID2558-NGC2859        False        False 
 VFID2560 163.15982250000002         34.4829984             1572.2   38.91538        True                  UGC05990   32652  419999   87100   5990                    UGC 05990   True      True      True     True VFID2562   True  False      True      True      True       True                    VFID2560-UGC05990        False        False 
 VFID2564 139.19702232921756  34.42985695271463 1688.1705322265625   55.33916        True                      null   -1000  245621  135797      0                     NGC 2793  False      True      True    False VFID2566   True   True      True      True      True       True                     VFID2564-NGC2793        False        False 
 VFID2569         172.935801          34.333426             1870.3  31.269524        True                  UGC06512   35549  441268   92465   6512                    UGC 06512   True      True      True     True VFID2571  False   True      True      True      True       True                    VFID2569-UGC06512        False        False 
 VFID2573        141.4500315         34.2770587             1643.8   48.31937        True                  UGC05015   26741  648465  157256   5015                    UGC 05015   True      True      True     True VFID2575   True  False      True      True      True       True                    VFID2573-UGC05015        False        False 
 VFID2586        173.3547855         34.0722086             2509.9  21.783178        True                 PGC035680   35680  441310   92474 215908                 KUG 1130+343   True      True      True     True VFID2588  False   True      True      True      True       True                 VFID2586-KUG1130+343        False        False 
 VFID2587 163.41006900000002         34.0332345             1863.1  26.860943        True                 PGC032706   32706  419992   87098 200654                 KUG 1050+342   True      True      True     True VFID2589  False   True      True      True      True       True                 VFID2587-KUG1050+342        False        False 
 VFID2591        163.2837705         33.9103583             1729.8   16.33508        True                   NGC3442   32679  419990   87097   6001                     NGC 3442   True      True      True     True VFID2593   True   True      True      True      True       True                     VFID2591-NGC3442        False        False 
 VFID2594        205.3479495         33.8582366             1526.7   8.455149        True                PGC2040056 2040056  432726   90350      0    WISEA J134123.53+335130.4   True      True      True    False VFID2596  False  False      True     False      True       True    VFID2594-WISEAJ134123.53+335130.4        False        False 
 VFID2596         173.364183         33.8401767             2554.1  20.547297        True   SDSSJ113327.39+335025.0 4099014  441307   92473 215909     SDSS J113327.39+335025.0   True      True      True     True VFID2598  False   True      True     False      True       True     VFID2596-SDSSJ113327.39+335025.0        False        False 
 VFID2598 164.06062200000002         33.8127471             1826.0  15.744224        True                PGC2039259 2039259  419972   87093      0    WISEA J105614.61+334846.4   True      True      True    False VFID2600  False   True      True     False      True       True    VFID2598-WISEAJ105614.61+334846.4        False        False 
 VFID2599        174.6833535         33.8047583             1862.9  59.172684        True                  UGC06610   36079  627068  139967   6610                    UGC 06610   True      True      True     True VFID2601   True   True      True      True      True       True                    VFID2599-UGC06610        False        False 
 VFID2601         205.321929          33.772607             2026.5  43.163956        True                  UGC08662   48441  676806  163875   8662                    UGC 08662   True      True      True     True VFID2603   True   True      True      True      True       True                    VFID2601-UGC08662        False        False 
 VFID2608        173.4292575         33.6772478              802.1  15.279926        True                 PGC087045   87045  441313   92475 215914                 KUG 1131+339   True      True      True     True VFID2610  False   True      True     False      True       True                 VFID2608-KUG1131+339        False        False 
 VFID2610 163.04119350000002         33.6373247             1613.0  10.892342        True                PGC2036114 2036114  419997   87099 205676     SDSS J105209.90+333814.7   True      True      True     True VFID2612  False   True      True     False      True       True     VFID2610-SDSSJ105209.90+333814.7        False        False 
 VFID2615        147.5874255         33.5839914             1567.4   10.79248        True                 PGC082546   82546  648825  157476      0                 KUG 0947+338   True      True      True    False VFID2617  False   True      True     False      True       True                 VFID2615-KUG0947+338        False        False 
 VFID2617        147.7381215         33.5535186             1538.2  40.749405        True                   NGC3021   28357  411904  157480   5280                     NGC 3021   True      True      True     True VFID2619   True   True      True      True      True       True                     VFID2617-NGC3021        False        False 
 VFID2619         173.375754         33.5075898             2590.5  29.452438        True                 PGC035688   35688  441245   92459 212270                 KUG 1130+337   True      True      True     True VFID2621   True   True      True      True      True       True                 VFID2619-KUG1130+337        False        False 
 VFID2620         208.324161         33.4908244             2371.2  48.654305        True                   NGC5347   49342  448022   94340   8805                     NGC 5347   True      True      True     True VFID2622   True   True      True      True      True       True                     VFID2620-NGC5347         True         True 
 VFID2624        172.9059915         33.4232871             2564.5  12.221408        True   SDSSJ113137.44+332523.2 4283626  441718   92564 747790     SDSS J113137.44+332523.1   True      True      True     True VFID2626  False   True      True     False      True       True     VFID2624-SDSSJ113137.44+332523.1        False        False 
 VFID2626        147.1485195         33.4214841             1480.4   142.2726        True                   NGC3003   28186  623428  136102   5251                     NGC 3003   True      True      True     True VFID2628   True   True      True      True      True       True                     VFID2626-NGC3003        False        False 
 VFID2628 164.94283049999999         33.3918021             1840.5  16.562323        True                  UGC06070   33118  419941   87086   6070                    UGC 06070   True      True      True     True VFID2630   True   True      True      True      True       True                    VFID2628-UGC06070        False        False 
 VFID2635        173.8613145         33.3029085             2420.1  28.321827        True                  UGC06561   35826  626933  139823   6561                    UGC 06561   True      True      True     True VFID2637  False   True      True      True      True       True                    VFID2635-UGC06561        False        False 
 VFID2639        148.8520035         33.2626251             1440.5  27.740946        True                  UGC05326   28623  412853   85631   5326                    UGC 05326   True      True      True     True VFID2641   True   True      True      True      True       True                    VFID2639-UGC05326        False        False 
 VFID2641        173.5586025         33.2261533             2516.3  24.384916        True                PGC2026905 2026905  441225   92450 215919    WISEA J113414.09+331334.1   True      True      True     True VFID2643  False   True      True     False      True       True    VFID2641-WISEAJ113414.09+331334.1        False        False 
 VFID2648          173.61471         33.1789767             2524.2  18.076788        True                 PGC035754   35754  441227   92451      0                 CGCG 186-009   True      True      True    False VFID2650  False   True      True      True      True       True                 VFID2648-CGCG186-009        False        False 
 VFID2649        148.4383935         33.1644298             1515.7  10.644402        True                PGC2025214 2025214  411879   85353 194098     SDSS J095345.20+330952.0   True      True      True     True VFID2651  False   True      True     False      True       True     VFID2649-SDSSJ095345.20+330952.0        False        False 
 VFID2653 137.44491299999999          33.142966             1970.0  27.565836        True                PGC5065934 5065934  623101  135710      0 GALEXASC J090946.88+330840.4   True      True      True    False VFID2655  False  False      True     False      True       True VFID2653-GALEXASCJ090946.88+330840.4        False        False 
 VFID2655        147.7917345         33.1299872             1574.4   28.12686        True                  UGC05282   28370  602597  136130   5282                    UGC 05282   True      True      True     True VFID2657  False   True      True     False      True       True                    VFID2655-UGC05282        False        False 
 VFID2657          137.39034         33.1234992             1947.1  103.54312        True                   NGC2770   25806  648189  157073      0                     NGC 2770   True      True      True    False VFID2659  False   True      True      True      True       True                     VFID2657-NGC2770        False        False 
 VFID2658         137.332932          33.121321             1840.2   21.04366        True                 PGC025769   25769  623096       0      0                    NGC 2770B   True      True     False    False VFID2660  False  False      True     False      True       True                    VFID2658-NGC2770B        False        False 
 VFID2659        204.6031785         33.1177864             2412.9  52.981136        True                  UGC08630   48206  676515  163803   8630                    UGC 08630   True      True      True     True VFID2661   True   True      True      True      True       True                    VFID2659-UGC08630        False        False 
 VFID2660         137.632326         33.0583457             2053.1  11.197505        True                 PGC082334   82334  245329   50420      0                 KUG 0907+332   True      True      True    False VFID2662  False  False      True     False      True       True                 VFID2660-KUG0907+332        False        False 
 VFID2663         151.798065         33.0273895             1337.2    62.3909        True                   NGC3118   29415  414110   85977   5452                     NGC 3118   True      True      True     True VFID2665   True   True      True      True      True       True                     VFID2663-NGC3118        False        False 
 VFID2665        162.4794795         32.9908234             1694.2   92.92258        True                   NGC3396   32434  432222   90215      0                     NGC 3396   True      True      True    False VFID2667  False   True      True      True      True       True                     VFID2665-NGC3396         True         True 
 VFID2667        162.4587915         32.9828333             1619.0   47.98674        True                   NGC3395   32424  625359  138144   5931                     NGC 3395   True      True      True     True VFID2669  False   True      True      True      True       True                     VFID2667-NGC3395         True         True 
 VFID2670        163.0475205          32.950424             1583.5  119.70747        True                   NGC3430   32614  432253   90222   5982                     NGC 3430   True      True      True     True VFID2672   True   True      True      True      True       True                     VFID2670-NGC3430         True         True 
 VFID2671           137.5071         32.9499009             2018.3 15.8168955        True   SDSSJ091001.73+325659.7 3528482  245328   50419      0     SDSS J091001.72+325659.8   True      True      True    False VFID2673  False  False      True     False      True       True     VFID2671-SDSSJ091001.72+325659.8        False        False 
 VFID2672        151.6288905         32.9467984             1365.4  40.005642        True                  UGC05446   29365  414100   85974   5446                    UGC 05446   True      True      True     True VFID2674  False   True      True      True      True       True                    VFID2672-UGC05446        False        False 
