|    VFID|                RA|               DEC|                vr|    radius|radius_flag|                  objname|    PGC|NSAIDV1|NSAIDV0|   AGC|                     NEDname|HLflag|NSAV1flag|NSAV0flag|A100flag| VFID_V1|COflag|HAflag|HAobsflag|Z0MGSflag|Steerflag|unwiseflag|                              prefix|Herschelflag|HerschelFlag|
|    char|            double|            double|            double|     float|       char|                     char|   long|   long|   long|  long|                        char|  char|     char|     char|    char|    char|  char|  char|     char|     char|     char|      char|                                char|        char|        char|
|        |                  |                  |                  |    arcsec|           |                         |       |       |       |      |                            |      |         |         |        |        |      |      |         |         |         |          |                                    |            |            |
|    null|              null|              null|              null|      null|       null|                     null|   null|   null|   null|  null|                        null|  null|     null|     null|    null|    null|  null|  null|     null|     null|     null|      null|                                null|        null|        null|
 VFID4878        233.7439125         11.7502772             1892.6  44.680832        True                   NGC5956   55501  557491  121129   9908                     NGC 5956   True      True      True     True VFID4894   True   True      True      True      True       True                     VFID4878-NGC5956        False        False 
 VFID5166 231.73081950000002          9.7825884             1857.5  10.048964        True   SDSSJ152655.37+094657.5 4464040  632659  146168      0    WISEA J152655.35+094657.4   True      True      True    False VFID5182  False  False      True     False      True       True    VFID5166-WISEAJ152655.35+094657.4        False        False 
 VFID5177        231.9352815          9.6991417             1819.9  16.486227        True                PGC1368772 1368772  355092   72849 251585    WISEA J152744.45+094156.3   True      True      True     True VFID5193  False   True      True     False      True       True    VFID5177-WISEAJ152744.45+094156.3        False        False 
 VFID5292        204.3834195           8.885176             1152.1  122.21408        True                   NGC5248   48130       0  143701   8616                     NGC 5248   True     False      True     True VFID5308   True   True      True      True      True       True                     VFID5292-NGC5248         True         True 
 VFID5383 218.03471100000002          8.1690324             2280.9   9.775101        True   SDSSJ143208.28+081008.9 4420962       0       0 249178     SDSS J143208.28+081008.9   True     False     False     True VFID5399  False  False      True     False      True       True     VFID5383-SDSSJ143208.28+081008.9        False        False 
 VFID5392        218.1263805          8.1359135             2107.6   10.66894        True   SDSSJ143230.31+080809.0 4421246  383683   78876 249224    WISEA J143230.33+080809.9   True      True      True     True VFID5408  False   True      True     False      True       True    VFID5392-WISEAJ143230.33+080809.9        False        False 
 VFID5397         218.107317          8.0785656             2233.0   56.50947        True                   NGC5665   51953  681768  165162   9352                     NGC 5665   True      True      True     True VFID5413  False   True      True      True      True       True                     VFID5397-NGC5665        False        False 
 VFID5524        217.6639755          7.2750892             1365.7   60.55099        True                   NGC5645   51846  681654  165115   9328                     NGC 5645   True      True      True     True VFID5541   True   True      True      True      True       True                     VFID5524-NGC5645        False        False 
 VFID5547         217.702863          7.1571947             1363.6  11.018469        True   SDSSJ143048.66+070925.9 4419943  383666   78870 716018    WISEA J143048.62+070926.1   True      True      True     True VFID5564  False   True      True     False      True       True    VFID5547-WISEAJ143048.62+070926.1        False        False 
 VFID5594         218.339814           6.877689             2157.0  47.110886        True                  UGC09364   52016  631903  145263   9364                    UGC 09364   True      True      True     True VFID5611  False   True      True      True      True       True                    VFID5594-UGC09364        False        False 
 VFID5608 224.65771949999998          6.7751498             1675.7  15.963248        True                 PGC053512   53512  390803   80623 241727                 KUG 1456+069   True      True      True     True VFID5625  False   True      True     False      True       True                 VFID5608-KUG1456+069        False        False 
 VFID5614         224.536632          6.7465882             1665.6  11.431974        True   SDSSJ145808.78+064447.4 4574053  384741   79176 736339    WISEA J145808.86+064447.1   True      True      True     True VFID5631  False   True      True     False      True       True    VFID5614-WISEAJ145808.86+064447.1        False        False 
 VFID5678         217.989144          6.2504484             2354.2   34.28635        True                   NGC5661   51921  681734  165147   9346                     NGC 5661   True      True      True     True VFID5695   True   True      True      True      True       True                     VFID5678-NGC5661        False        False 
 VFID5683        218.0341065          6.1897609             2384.0 15.8168955        True                 PGC051933   51933  389234   80351 240438                  VIII Zw 432   True      True      True     True VFID5700  False   True      True      True      True       True                   VFID5683-VIIIZw432        False        False 
 VFID5686         217.934058          6.1581513             2302.6  31.997883        True                  UGC09345   51909  681718  165140   9345                    UGC 09345   True      True      True     True VFID5703  False   True      True      True      True       True                    VFID5686-UGC09345        False        False 
 VFID5709        211.6329645          6.0293208             1020.3   78.00478        True                   NGC5470   50317  388013   80186   9020                     NGC 5470   True      True      True     True VFID5726   True   True      True      True      True       True                     VFID5709-NGC5470        False        False 
 VFID5718 218.22006149999999          5.9990465             2274.6   7.890804        True                 PGC051983   51983  389714   80472 241156                     MRK 1384   True      True      True     True VFID5735  False   True      True     False      True       True                     VFID5718-MRK1384        False        False 
 VFID5804         220.114782          5.5319181             1557.3  42.118656        True   SDSSJ144027.54+053154.8 4116082  389554   80440      0    WISEA J144027.54+053154.1   True      True      True    False VFID5821  False  False      True     False      True       True    VFID5804-WISEAJ144027.54+053154.1        False        False 
 VFID5835         219.796212          5.3634879             1505.6   59.85787        True                   NGC5701   52365  632028  145398   9436                     NGC 5701   True      True      True     True VFID5852   True   True      True      True      True       True                     VFID5835-NGC5701        False        False 
 VFID5837        219.9353175          5.3533466             1761.4   7.032686        True                PGC1282083 1282083  389552   80438 241893     SDSS J143944.45+052111.9   True      True      True     True VFID5854  False  False      True     False      True       True     VFID5837-SDSSJ143944.45+052111.9        False        False 
 VFID5842        208.7435295          5.3337007             1369.8   84.94176        True                   NGC5356   49468  153757   31560   8831                     NGC 5356   True      True      True     True VFID5859   True   True      True      True      True       True                     VFID5842-NGC5356         True         True 
 VFID5844        209.0888115          5.3289876             1402.5  14.966535        True   SDSSJ135621.34+051944.3 4012227  153781   31567      0     SDSS J135621.31+051944.2   True      True      True    False VFID5861  False  False      True     False      True       True     VFID5844-SDSSJ135621.31+051944.2        False        False 
 VFID5851         209.030166          5.2546944             1133.7 125.060814        True                   NGC5363   49547  630849  144114   8847                     NGC 5363   True      True      True     True VFID5868   True  False      True      True      True       True                     VFID5851-NGC5363        False        False 
 VFID5855        208.5469185           5.227286             1450.3  116.44511        True                   NGC5348   49411  630795  144056   8821                     NGC 5348   True      True      True     True VFID5872   True   True      True      True      True       True                     VFID5855-NGC5348         True         True 
 VFID5859        208.7687925          5.1894977             1405.3   10.66894        True                PGC1279452 1279452  153767   31562 232141    WISEA J135504.45+051121.7   True      True      True     True VFID5876  False  False      True     False      True       True    VFID5859-WISEAJ135504.45+051121.7        False        False 
 VFID5868         209.066256          5.1651548             1499.0       30.0       False             VVDS140422444 4710651       0       0      0     SDSS J135615.94+050954.0   True     False     False    False VFID5885  False  False      True     False      True       True     VFID5868-SDSSJ135615.94+050954.0        False        False 
 VFID5879        208.7612325          5.0903204             1396.6  10.546813        True                PGC1277985 1277985  153763   31561      0     SDSS J135502.70+050525.1   True      True      True    False VFID5896  False  False      True     False      True       True     VFID5879-SDSSJ135502.70+050525.1        False        False 
 VFID5880         230.485344          5.0706315             1439.8   90.59855        True                   NGC5921   54849  684773  166141   9824                     NGC 5921   True      True      True     True VFID5897  False   True      True      True      True       True                     VFID5880-NGC5921        False        False 
 VFID5889        209.0498895          5.0146562             1239.7 114.056816        True                   NGC5364   49555  593369  144118   8853                     NGC 5364   True      True      True     True VFID5906   True  False      True      True      True       True                     VFID5889-NGC5364         True         True 
 VFID5892        208.9113915           4.984993             1174.7  32.894344        True                   NGC5360   49513  678412  164223   8838                     NGC 5360   True      True      True     True VFID5909   True  False      True      True      True       True                     VFID5892-NGC5360        False        False 
 VFID5897        185.5456875          4.9518667             1966.6  21.287333        True                 PGC040050   40050  667350  161597      0                     VCC 0531   True      True      True    False VFID5914  False  False      True     False      True       True                     VFID5897-VCC0531        False        False 
 VFID5905          220.74156          4.8896824             1584.1  62.534725        True                    IC1048   52564   88064   18301   9483                      IC 1048   True      True      True     True VFID5922   True   True      True      True      True       True                      VFID5905-IC1048         True         True 
 VFID5917         185.392002          4.7794754             2121.9   34.76332        True                  UGC07411   39951  572659  124477      0                    UGC 07411   True      True      True    False VFID5934  False  False      True      True      True       True                    VFID5917-UGC07411        False        False 
 VFID5919         220.761804          4.7654492             1700.2  29.724958        True                  UGC09485   52574       0       0   9485                    UGC 09485   True     False     False     True VFID5936  False   True      True      True      True       True                    VFID5919-UGC09485        False        False 
 VFID5931 185.63208300000002          4.6697218             2214.0       30.0       False                 AGC227956 5060267       0       0 227956                     VCCA 080   True     False     False     True VFID5948  False  False      True     False      True       True                     VFID5931-VCCA080        False        False 
 VFID5943        185.3186115          4.5956819             2260.3  48.097363        True                   NGC4292   39922  572665  124480      0                     NGC 4292   True      True      True    False VFID5960  False  False      True      True      True       True                     VFID5943-NGC4292        False        False 
 VFID5949        185.6134035          4.5662732             1279.3  34.050323        True                  NGC4303A   40087  628205  141242   7439                     NGC 4301   True      True      True     True VFID5966  False  False      True      True      True       True                     VFID5949-NGC4301        False        False 
 VFID5952         220.871601          4.5315596             1727.4  22.188158        True   SDSSJ144329.17+043153.5 4004996   88070   18303 242618    WISEA J144329.24+043153.9   True      True      True     True VFID5969  False  False      True     False      True       True    VFID5952-WISEAJ144329.24+043153.9        False        False 
 VFID5960 185.47841400000001          4.4737765             1566.8  206.59569        True                   NGC4303   40001  628187  141222   7420                  MESSIER 061   True      True      True     True VFID5977  False  False      True      True      True      False                  VFID5960-MESSIER061         True         True 
 VFID5964         218.351295          4.4504957             1582.9  57.163822        True                   NGC5668   52018  681862  165200   9363                     NGC 5668   True      True      True     True VFID5981   True   True      True      True      True       True                     VFID5964-NGC5668         True         True 
 VFID5972         185.414892          4.3926907             1142.5  11.458328        True                 PGC039967   39967  572663  124479      0                     VCC 0489   True      True      True    False VFID5989  False  False      True     False      True       True                     VFID5972-VCC0489        False        False 
 VFID5991         218.663376          4.2625579             1683.2   49.44487        True                  UGC09380   52092  631932  145294   9380                    UGC 09380   True      True      True     True VFID6008  False   True      True      True      True       True                    VFID5991-UGC09380        False        False 
 VFID6000          215.18142          4.1436158             1669.7  19.866495        True                PGC3125420 3125420       0       0      0    WISEA J142043.55+040837.5   True     False     False    False VFID6017  False  False      True     False      True       True    VFID6000-WISEAJ142043.55+040837.5        False        False 
 VFID6018         215.018397           3.992753             1730.2  103.54312        True                   NGC5560   51223  680808  164836   9172                     NGC 5560   True      True      True     True VFID6035   True   True      True      True      True       True                     VFID6018-NGC5560         True         True 
 VFID6020         215.133768          3.9832001             1779.5  33.428837        True                   NGC5569   51241  680849  164850   9176                     NGC 5569   True      True      True     True VFID6037  False   True      True      True      True       True                     VFID6020-NGC5569         True         True 
 VFID6025        223.3126245          3.9597557             1477.2   33.04618        True                   NGC5770   53201  632272  145672      0                     NGC 5770   True      True      True    False VFID6042   True  False      True      True      True       True                     VFID6025-NGC5770        False        False 
 VFID6028        207.0668595          3.9508765             1171.4   84.94176        True                   NGC5300   48959  152846   31426   8727                     NGC 5300   True      True      True     True VFID6045   True   True      True      True      True       True                     VFID6028-NGC5300         True         True 
 VFID6033 215.08269149999998          3.9335328             1529.0    160.739        True                   NGC5566   51233   86572   17878   9175                     NGC 5566   True      True      True     True VFID6050   True   True      True      True      True       True                     VFID6033-NGC5566         True         True 
 VFID6039         217.232832          3.8516005             1678.4  11.806502        True   SDSSJ142855.87+035105.7 4012432   87370   18057      0    WISEA J142855.89+035105.7   True      True      True    False VFID6056  False  False      True     False      True       True    VFID6039-WISEAJ142855.89+035105.7        False        False 
 VFID6046 217.70086799999999          3.7970653             1676.4  14.392003        True   SDSSJ143048.23+034749.4 4012444   87346   18046 242159     SDSS J143048.22+034749.6   True      True      True     True VFID6063  False  False      True     False      True       True     VFID6046-SDSSJ143048.22+034749.6        False        False 
 VFID6048          217.50768          3.7728979             1719.4  28.981525        True                    IC1022   51808   87358   18052   9311                      IC 1022   True      True      True     True VFID6065   True  False      True      True      True       True                      VFID6048-IC1022         True         True 
 VFID6072 222.82666500000002          3.6116675             1664.0   7.377779        True                 AGC238947 5808105       0       0 238947    WISEA J145118.69+033640.1   True     False     False     True VFID6089  False  False      True     False      True       True    VFID6072-WISEAJ145118.69+033640.1        False        False 
 VFID6077         223.427109          3.5825214             1565.8   50.94731        True                   NGC5774   53231       0       0   9576                     NGC 5774   True     False     False     True VFID6094  False  False      True      True      True       True                     VFID6077-NGC5774        False        False 
 VFID6081         223.489992          3.5442626             1674.6 110.948456        True                   NGC5775   53247  632279  145682   9579                     NGC 5775   True      True      True     True VFID6098  False  False      True      True      True      False                     VFID6081-NGC5775        False        False 
 VFID6091 215.30457149999998          3.4358432             1489.1   85.92534        True                   NGC5577   51286   87038  144923   9187                     NGC 5577   True      True      True     True VFID6108   True   True      True      True      True       True                     VFID6091-NGC5577         True         True 
 VFID6094        217.6728885          3.4257289             1760.9  18.712046        True                 PGC051845   51845  681656       0 241992                 CGCG 047-069   True      True     False     True VFID6111  False  False      True     False      True       True                 VFID6094-CGCG047-069        False        False 
 VFID6098         219.575478          3.4103085             1600.7  28.649778        True                   NGC5692   52317   87646   18153   9427                     NGC 5692   True      True      True     True VFID6115   True   True      True      True      True       True                     VFID6098-NGC5692         True         True 
 VFID6102         223.477497          3.3958325             1547.0  7.7142267        True                 AGC238948 5808109       0       0 238948    WISEA J145354.55+032344.4   True     False     False     True VFID6119  False  False      True     False      True       True    VFID6102-WISEAJ145354.55+032344.4        False        False 
 VFID6104        217.9707675          3.3801019             1529.3  10.095347        True   SDSSJ143153.00+032248.2 4004781   87294   18026      0     SDSS J143152.98+032248.3   True      True      True    False VFID6121  False  False      True     False      True       True     VFID6104-SDSSJ143152.98+032248.3        False        False 
 VFID6108 217.68124799999998              3.345             1526.0    24.5091        True                 AGC249448 5808088       0       0 249448 GALEXASC J143043.52+032043.4   True     False     False     True VFID6125  False  False      True     False      True       True VFID6108-GALEXASCJ143043.52+032043.4        False        False 
 VFID6110        223.2718215          3.3317578             1566.4   54.46547        True                    IC1067   53178  683613  165750   9574                      IC 1067   True      True      True     True VFID6127   True  False      True      True      True       True                      VFID6110-IC1067        False        False 
 VFID6115        223.2619035          3.2960214             1565.8  36.401665        True                    IC1066   53176   88271   18363      0                      IC 1066   True      True      True    False VFID6132   True  False      True      True      True       True                      VFID6115-IC1066        False        False 
 VFID6118         218.147715           3.281035             1530.9  13.216646        True                PGC1248951 1248951   87737   18205      0      2MASS J14323540+0316523   True      True      True    False VFID6135  False  False      True     False      True       True      VFID6118-2MASSJ14323540+0316523        False        False 
 VFID6119         219.814476          3.2726247             1587.1  10.742893        True                PGC1248765 1248765   87648   18155 242866    WISEA J143915.36+031621.3   True      True      True     True VFID6136  False   True      True     False      True       True    VFID6119-WISEAJ143915.36+031621.3        False        False 
 VFID6120         215.265411          3.2710116             1422.1   84.94176        True                   NGC5576   51275  680903  164865   9183                     NGC 5576   True      True      True     True VFID6137   True   True      True      True      True       True                     VFID6120-NGC5576        False        False 
 VFID6121         217.412577          3.2662933             1651.2  40.937492        True                   NGC5636   51785   87352   18048      0                     NGC 5636   True      True      True    False VFID6138   True  False      True      True      True       True                     VFID6121-NGC5636        False        False 
 VFID6122        217.8189285          3.2567102             1517.7  15.780518        True                PGC1248433 1248433   87290   18025      0    WISEA J143116.51+031524.7   True      True      True    False VFID6139  False  False      True     False      True       True    VFID6122-WISEAJ143116.51+031524.7        False        False 
 VFID6124        215.2332165          3.2379604             1586.5  39.547703        True                   NGC5574   51270  680889  164860      0                     NGC 5574   True      True      True    False VFID6141   True   True      True      True      True       True                     VFID6124-NGC5574        False        False 
 VFID6126         217.418328          3.2333049             1657.4   58.09266        True                   NGC5638   51787  681573  165082      0                     NGC 5638   True      True      True    False VFID6143   True   True      True      True      True       True                     VFID6126-NGC5638        False        False 
 VFID6130 217.50469950000002          3.2204927             1848.4   57.03235        True                  UGC09310   51809       0       0   9310                    UGC 09310   True     False     False     True VFID6147  False  False      True      True      True       True                    VFID6130-UGC09310        False        False 
 VFID6135           217.2663          3.1489783             1853.8   37.24957        True                  UGC09285   51741  681515  165062   9285                    UGC 09285   True      True      True     True VFID6152  False   True      True      True      True       True                    VFID6135-UGC09285        False        False 
 VFID6148 227.38989750000002           3.052738             1803.3  74.837845        True                   NGC5864   54111  684070  165956      0                     NGC 5864   True      True      True    False VFID6165   True   True      True      True      True       True                     VFID6148-NGC5864        False        False 
 VFID6149        219.2870535          3.0471297             1758.6  13.216646        True                 PGC052256   52256   74289   15220 242846                     SHOC 474   True      True      True     True VFID6166  False   True      True     False      True       True                     VFID6149-SHOC474        False        False 
 VFID6150         220.011975          3.0411296             1690.3   9.292258        True   SDSSJ144002.87+030228.2 4012516   87622   18136      0     SDSS J144002.87+030228.2   True      True      True    False VFID6167  False   True      True     False      True       True     VFID6150-SDSSJ144002.87+030228.2        False        False 
 VFID6157        217.8626835          3.0081905             1419.6  33.275246        True                    IC1024   51895  631861  145218   9341                      IC 1024   True      True      True     True VFID6174   True  False      True      True      True       True                      VFID6157-IC1024        False        False 
 VFID6163         223.008105          2.9782505             1814.1   8.494176        True   SDSSJ145201.94+025841.8 3359930   88285   18369      0    WISEA J145202.00+025842.9   True      True      True    False VFID6180  False  False      True     False      True       True    VFID6163-WISEAJ145202.00+025842.9        False        False 
 VFID6166 224.69200800000002          2.9689931             1650.3  12.026002        True                PGC1242097 1242097   88594   18464 243026                 KUG 1456+031   True      True      True     True VFID6183  False   True      True     False      True       True                 VFID6166-KUG1456+031        False        False 
 VFID6169         222.595368          2.9583558             1697.9  10.942618        True                PGC1241857 1241857  632250  145642 242986     SDSS J145022.84+025730.5   True      True      True     True VFID6186  False  False      True     False      True       True     VFID6169-SDSSJ145022.84+025730.5        False        False 
 VFID6170        219.7685925          2.9495585             1563.7  33.275246        True                  UGC09432   52356   74335   15229   9432                    UGC 09432   True      True      True     True VFID6187  False   True      True     False      True       True                    VFID6170-UGC09432        False        False 
 VFID6175         218.187975          2.9147897             1527.7  19.912292        True                 PGC051971   51971   74134   15180 240444                 CGCG 047-085   True      True      True     True VFID6192  False  False      True      True      True       True                 VFID6175-CGCG047-085        False        False 
 VFID6178        227.0355525          2.9050229             1652.0  21.660835        True      NGC5846:[MTT2005]258 4609743       0  145852      0     SDSS J150808.43+025416.5   True     False      True    False VFID6195  False   True      True     False      True       True     VFID6178-SDSSJ150808.43+025416.5        False        False 
 VFID6194         219.992739           2.747919             1749.7   8.732151        True                PGC1236341 1236341   74327   15225 243216     SDSS J143958.22+024451.9   True      True      True     True VFID6211  False   True      True     False      True       True     VFID6194-SDSSJ143958.22+024451.9        False        False 
 VFID6197 222.78105449999998          2.7244022             1523.0   9.956834        True                PGC1235691 1235691       0       0 238946                SDSSCGB 38563   True     False     False     True VFID6214  False  False      True     False      True       True                VFID6197-SDSSCGB38563        False        False 
 VFID6225 226.96281150000002          2.6233747             1829.0   7.322697        True      NGC5846:[MTT2005]248 4609855       0       0 251918     SDSS J150750.86+023721.4   True     False     False     True VFID6242  False   True      True     False      True       True     VFID6225-SDSSJ150750.86+023721.4        False        False 
 VFID6232        219.9137685          2.5818235             1645.8   12.59277        True                PGC1231422 1231422   74334   15228 243215    WISEA J143939.33+023454.5   True      True      True     True VFID6249  False   True      True     False      True       True    VFID6232-WISEAJ143939.33+023454.5        False        False 
 VFID6236 226.94879550000002          2.5686199             1729.8   90.59855        True                   NGC5854   54013  632410  145846      0                     NGC 5854   True      True      True    False VFID6253   True   True      True      True      True       True                     VFID6236-NGC5854        False        False 
 VFID6242         222.778254          2.5241557             2068.0   9.356668        True   SDSSJ145106.77+023127.0 4018414   74578   15288 243241     SDSS J145106.74+023126.9   True      True      True     True VFID6259  False  False      True     False      True       True     VFID6242-SDSSJ145106.74+023126.9        False        False 
 VFID6268 222.74940899999999          2.3378972             1527.5   9.228291        True   SDSSJ145059.85+022016.4 3350682   74563   15280      0     SDSS J145059.85+022016.4   True      True      True    False VFID6285  False  False      True     False      True       True     VFID6268-SDSSJ145059.85+022016.4        False        False 
 VFID6270 225.06909000000002          2.3006983             1821.0  29.588385        True                 PGC053587   53587   74944   15390      0                 CGCG 020-042   True      True      True    False VFID6287  False   True      True      True      True       True                 VFID6270-CGCG020-042        False        False 
 VFID6276        228.8941905          2.2482561             1906.1  28.583885        True                 PGC054452   54452  575741  125153      0                 CGCG 021-058   True      True      True    False VFID6293   True   True      True      True      True       True                 VFID6276-CGCG021-058        False        False 
 VFID6278         225.137583          2.2303394             1278.1  16.677128        True   SDSSJ150033.02+021349.1 3350778   74943   15389      0     SDSS J150033.02+021349.1   True      True      True    False VFID6295  False  False      True     False      True       True     VFID6278-SDSSJ150033.02+021349.1        False        False 
 VFID6288         220.243176           2.186834             1627.0  28.649778        True                   NGC5725   52456  632063  145433   9466                     NGC 5725   True      True      True     True VFID6305   True   True      True      True      True      False                     VFID6288-NGC5725        False        False 
 VFID6290        226.5139005          2.1849128             1656.7  20.659569        True                PGC1218738 1218738   75046   15431 252555    WISEA J150603.26+021105.1   True      True      True     True VFID6307  False  False      True     False      True       True    VFID6290-WISEAJ150603.26+021105.1        False        False 
 VFID6299         227.005731          2.1510476             1061.7  9.4650135        True                PGC1217593 1217593   75212   15491      0    WISEA J150801.38+020904.0   True      True      True    False VFID6316  False  False      True     False      True       True    VFID6299-WISEAJ150801.38+020904.0        False        False 
 VFID6300 224.93647349999998           2.131056             1457.6   9.143685        True   SDSSJ145944.77+020752.1 4578659       0       0      0    WISEA J145944.78+020751.5   True     False     False    False VFID6317  False  False      True     False      True       True    VFID6300-WISEAJ145944.78+020751.5        False        False 
 VFID6303         226.102938          2.1146093             1702.9  13.999782        True                PGC1216386 1216386   75032   15425      0    WISEA J150424.70+020652.6   True      True      True    False VFID6320  False  False      True     False      True       True    VFID6303-WISEAJ150424.70+020652.6        False        False 
 VFID6307         226.359564          2.0994673             1252.1 115.910095        True                   NGC5838   53862  683934  165896      0                     NGC 5838   True      True      True    False VFID6324   True   True      True      True      True       True                     VFID6307-NGC5838        False        False 
 VFID6308 226.54697399999998          2.0959728             1823.6  25.534142        True                PGC1215798 1215798  683960  165910 252399     SDSS J150611.22+020544.2   True      True      True     True VFID6325  False   True      True      True      True       True     VFID6308-SDSSJ150611.22+020544.2        False        False 
 VFID6311         225.279042           2.090327             1944.6  10.306739        True   SDSSJ150106.96+020525.1 3350784   74960   15397      0    WISEA J150106.96+020525.1   True      True      True    False VFID6328  False  False      True     False      True       True    VFID6311-WISEAJ150106.96+020525.1        False        False 
 VFID6314 228.10014149999998          2.0800269             1683.0  15.035617        True                PGC1215336 1215336   75285   15511      0    WISEA J151224.03+020448.4   True      True      True    False VFID6331  False  False      True     False      True       True    VFID6314-WISEAJ151224.03+020448.4        False        False 
 VFID6323 225.65017799999998          2.0275996             1993.4   15.17474        True   SDSSJ150236.05+020139.6 3350792   75001       0      0    WISEA J150236.09+020139.0   True      True     False    False VFID6340  False  False      True     False      True       True    VFID6323-WISEAJ150236.09+020139.0        False        False 
 VFID6325 226.90499100000002          2.0194861             1923.1  20.564648        True                 PGC054004   54004   75210   15489      0                 CGCG 021-009   True      True      True    False VFID6342  False  False      True     False      True       True                 VFID6325-CGCG021-009        False        False 
 VFID6327        226.4717205          2.0077319             1292.5  10.693534        True                PGC1213020 1213020   75047   15432 252550     SDSS J150553.22+020028.2   True      True      True     True VFID6344  False  False      True     False      True       True     VFID6327-SDSSJ150553.22+020028.2        False        False 
 VFID6329          226.64583          2.0048633             1256.8  35.655067        True                   NGC5841   53941   75061   15438      0                     NGC 5841   True      True      True    False VFID6346  False   True      True      True      True       True                     VFID6329-NGC5841        False        False 
 VFID6332 226.74297900000002          1.9945393             1307.0  16.813435        True      NGC5846:[MTT2005]226 4609703  632399  145833      0    WISEA J150658.40+015939.9   True      True      True    False VFID6349  False  False      True     False      True       True    VFID6332-WISEAJ150658.40+015939.9        False        False 
 VFID6334         226.202256           1.980839             1960.1   10.61992        True   SDSSJ150448.49+015851.3 4009173  632369  145800      0    WISEA J150448.51+015850.9   True      True      True    False VFID6351  False  False      True     False      True       True    VFID6334-WISEAJ150448.51+015850.9        False        False 
 VFID6338        226.2682935          1.9642758             2380.7   8.455149        True                PGC1211621 1211621       0       0 252473     SDSS J150504.39+015751.7   True     False     False     True VFID6355  False  False      True     False      True      False     VFID6338-SDSSJ150504.39+015751.7        False        False 
 VFID6340 221.23306200000002          1.9549057             1711.4   217.3308        True                   NGC5746   52665  683040  145554   9499                     NGC 5746   True      True      True     True VFID6357   True  False      True      True      True       True                     VFID6340-NGC5746        False        False 
 VFID6341 225.63747750000002          1.9358226             1646.8  10.993127        True   SDSSJ150233.03+015608.3 4018466  632349  145768      0    WISEA J150233.11+015608.0   True      True      True    False VFID6358  False  False      True     False      True       True    VFID6341-WISEAJ150233.11+015608.0        False        False 
 VFID6342         227.569701          1.9338207             1735.2  43.163956        True                  UGC09746   54134  684090  165962   9746                    UGC 09746   True      True      True     True VFID6359  False  False      True      True      True       True                    VFID6342-UGC09746        False        False 
 VFID6346         227.312268          1.9214232             1726.5  17.104929        True                PGC1210284 1210284   75225   15495      0      2MASS J15091497+0155175   True      True      True    False VFID6363  False  False      True     False      True       True      VFID6346-2MASSJ15091497+0155175        False        False 
 VFID6349         226.460631          1.9083213             1720.7  14.863505        True                PGC1209872 1209872   75043   15429      0                NGC 5846 CH05   True      True      True    False VFID6366  False  False      True     False      True       True                 VFID6349-NGC5846CH05        False        False 
 VFID6350 227.19661200000002          1.9000518             1990.5  20.707193        True                PGC1209573 1209573   75231   15497      0      2MASX J15084716+0154003   True      True      True    False VFID6367  False  False      True     False      True       True      VFID6350-2MASXJ15084716+0154003        False        False 
 VFID6352        225.0016545          1.8912683             1348.9    90.8074        True                   NGC5806   53578   74772   15333   9645                     NGC 5806   True      True      True     True VFID6369   True   True      True      True      True       True                     VFID6352-NGC5806        False        False 
 VFID6354        225.2470995          1.8767004             2196.2   8.093218        True   SDSSJ150059.35+015236.1 4018458  632337  145754      0     SDSS J150059.35+015236.1   True      True      True    False VFID6371  False  False      True     False      True       True     VFID6354-SDSSJ150059.35+015236.1        False        False 
 VFID6355         225.410874          1.8701818             2152.3  7.3641267        True                PGC1208589 1208589   74989   15405      0    WISEA J150138.57+015212.0   True      True      True    False VFID6372  False  False      True     False      True       True    VFID6355-WISEAJ150138.57+015212.0        False        False 
 VFID6362         225.514689          1.8410998             1242.5  31.269524        True                  UGC09661   53683  683836  165862   9661                    UGC 09661   True      True      True     True VFID6379   True   True      True      True      True       True                    VFID6362-UGC09661        False        False 
 VFID6372 227.09450999999999          1.7985335             1741.1  12.915798        True                PGC1206166 1206166   75226   15496      0    WISEA J150822.72+014754.7   True      True      True    False VFID6389  False  False      True     False      True       True    VFID6372-WISEAJ150822.72+014754.7        False        False 
 VFID6374         225.316296          1.7734876             1342.5  12.856456        True                PGC1205406 1205406   74856   15359      0    WISEA J150115.88+014624.7   True      True      True    False VFID6391  False  False      True     False      True       True    VFID6374-WISEAJ150115.88+014624.7        False        False 
 VFID6380        215.8630875          1.7262628             1396.2  62.968197        True                  UGC09215   51400  681071  164911   9215                    UGC 09215   True      True      True     True VFID6397   True   True      True      True      True       True                    VFID6380-UGC09215         True         True 
 VFID6381         225.409938          1.7220944             2289.9  11.888341        True   SDSSJ150138.39+014319.8 3350757       0       0      0     SDSS J150138.38+014319.8   True     False     False    False VFID6398  False  False      True     False      True       True     VFID6381-SDSSJ150138.38+014319.8        False        False 
 VFID6386 227.10687299999998          1.7069328             2049.0  28.501139        True      NGC5846:[MTT2005]268 4609877  632422  145860      0    WISEA J150825.51+014224.3   True      True      True    False VFID6403  False  False      True     False      True       True    VFID6386-WISEAJ150825.51+014224.3        False        False 
 VFID6389        225.2970015          1.7020032             1955.8  123.91425        True                   NGC5813   53643  581364  145756      0                     NGC 5813   True      True      True    False VFID6406   True  False      True      True      True       True                     VFID6389-NGC5813        False        False 
